source_position,item_code,uom,display_name,category,detected_brand,detected_model,official_product_page,official_image_url,model_string_in_page,match_confidence,model_exact,finish_exact,queries_run,pages_opened,researcher_decision,reason
3988,TOO-COM-IRO-BUL-38MM,PCS,38MM Iron Bull Spanner,Hand Tools,Iron Bull,38MM spanner,,,,none,no,unknown,direct:ironbull.com.my [unreachable],https://ironbull.com.my,no_official_source,ironbull.com.my unreachable; likely house-label spanner with no official brand-owner site.
4011,TOO-COM-IRO-BUL-36MM,PCS,36MM Iron Bull Spanner,Hand Tools,Iron Bull,36MM spanner,,,,none,no,unknown,"direct:ironbull.com.my [transport error] | q2: ""Iron Bull"" spanner Malaysia hand tools official | q5: ""Iron Bull"" spanner 34mm OR 35mm OR 36mm Malaysia distributor [other SKUs only]",https://ironbull.com.my (transport error) | https://www.alliancesuppliesonline.com.my Iron Bull listings (scrapers/hammer/caulking gun only) | https://www.ukhardwaretrading.com Iron Bull ball pein hammer PDP,no_official_source,No official Iron Bull brand site exists; MY distributors list other Iron Bull SKUs but no 34/35/36mm spanner PDP. Size-only commodity item.
5822,CUT-PIP-TUB-STA-3-28MM-998493020,PCS,1/8 (3MM) - 1.1/8 (28MM) Tubing Cutter,Abrasives & Cutting,,Tubing Cutter 998493020,,,,none,no,unknown,,,no_official_source,"Generic tubing cutter, no brand/model detected; 998493020 appears to be an internal/EAN code with no traceable official source."
4126,TOO-COM-IRO-BUL-35MM,PCS,35MM Iron Bull Spanner,Hand Tools,Iron Bull,35MM spanner,,,,none,no,unknown,shared Iron Bull query set x3,https://ironbull.com.my (transport error) | https://www.alliancesuppliesonline.com.my Iron Bull listings | https://www.gluckhardware.com.my Iron Bull caulking gun PDP,no_official_source,No official Iron Bull site or distributor PDP covering a 35mm spanner found; brand only surfaces via resellers for unrelated SKUs.
4232,OIL-CAN-4L,PCS,Oil Can 4L,Automotive,,Oil Can 4L,,,,none,no,unknown,,,no_official_source,"Unbranded commodity oil can (4L); no manufacturer or model identifiers in row, so no official source can be matched."
3928,SAF-SLI-GLO-3TON8M,LGTH,Webbing Sling (glolift) 75MM 3 Ton X 8M,Lifting & Rigging,Glolift,75MM 3 Ton X 8M sling,,,,none,no,unknown,direct:glolift.com.my/.com [dead] | q4: theleedenstore webbing sling search [0 results],https://glolift.com.my (transport error) | https://www.glolift.com (transport error) | https://theleedenstore.com.my/?s=webbing+sling&post_type=product (0 results),no_official_source,Glolift domains dead; authorised lifter Leeden stocks no webbing slings. Likely house label with zero official web presence.
4125,TOO-COM-IRO-BUL-34MM,PCS,34MM Iron Bull Spanner,Hand Tools,Iron Bull,34MM spanner,,,,none,no,unknown,shared Iron Bull query set x3,"https://ironbull.com.my (transport error) | https://www.alliancesuppliesonline.com.my Iron Bull listings | https://www.chentat.com product sitemap (generic spanners, no Iron Bull 34mm)",no_official_source,No official Iron Bull brand-owner site or authorised-distributor PDP for a 34mm spanner; only unrelated Iron Bull SKUs found.
3559,CIMA-5867/L/24W,SET,L/ceiling Lamp 22W L/day Light (G2) 5867,Lighting,Cima,5867 L/ceiling lamp 22W,,,,low,no,unknown,"direct:cimalighting.com.my homepage [live] | direct:cimalighting.com.my sitemap.xml [404] + site search 5867 [403] | collection/ceiling-light [6 items, no 5867] | websearch: cimalighting 5867 ceiling lamp daylight",https://cimalighting.com.my | https://cimalighting.com.my/sitemap.xml (404) | https://cimalighting.com.my/index.php?route=product/search&search=5867 (403) | https://www.cimalighting.com.my/index.php?route=product/search&search=5867 (403) | https://www.cimalighting.com.my/sitemap (category tree only) | https://www.cimalighting.com.my/collection/ceiling-light,no_official_source,Cima Lighting MY shop is live but model 5867 ceiling lamp absent from collections; on-site search blocked (403/404). Legacy house-brand SKU.
3122,DOR-INS-KIT-180MM,PCS,200MM Bott Installation Kit,Doors & Hardware,,Bott Installation Kit 180MM/200MM,,,,none,no,unknown,,,no_official_source,"Generic door installation kit (code says 180MM, display 200MM); 'Bott' workshop-equipment OEM is unrelated; no brand/model to verify officially."
6132,TOO-CUT-STA-992014564,PCS,10 (green) Aviation Snip-right,Hand Tools,Stanley,14-564-22 MaxSteel aviation snip right,https://theleedenstore.com.my/product/stanley-14-564-22-maxsteel-aviation-snips-right-curve/,https://theleedenstore.com.my/wp-content/uploads/2025/07/STANLEY-HAND-TOOLS_STANLEY-14-562-22LEFT14-563-22STRAIGHT14-564-22RIGHT-MAXSTEEL-AVIATION-SNIPS-PHOTO-8.jpg,Model: 14-564-22 (Cut Type: Right Curve; Length: 10 inch / 254 mm),high,yes,yes,q4/q6: theleedenstore.com.my search 'aviation',https://theleedenstore.com.my (authorised Stanley distributor banner) | https://theleedenstore.com.my/?s=aviation&post_type=product | https://theleedenstore.com.my/product/stanley-14-564-22-maxsteel-aviation-snips-right-curve/,candidate,"Leeden (stated authorised Stanley distributor) PDP confirms Model 14-564-22, Right Curve, 10in - matches green right-cut item; internal code 992014564 suffix aligns. Colour not stated in text."
6180,TOO-CUT-STA-992014562,PCS,10 (red) Aviation Snip-left,Hand Tools,Stanley,14-562-22 MaxSteel aviation snip left,https://theleedenstore.com.my/product/stanley-14-562-22-maxsteel-aviation-snips-left-curve/,https://theleedenstore.com.my/wp-content/uploads/2025/07/STANLEY-HAND-TOOLS_STANLEY-14-562-22LEFT14-563-22STRAIGHT14-564-22RIGHT-MAXSTEEL-AVIATION-SNIPS-PHOTO-6.jpg,Model: 14-562-22 (Cut Type: Left Curve; Length: 10 inch / 254 mm),high,yes,yes,q4/q6: theleedenstore.com.my search 'aviation' (shared),https://theleedenstore.com.my (authorised Stanley distributor banner) | https://theleedenstore.com.my/?s=aviation&post_type=product | https://theleedenstore.com.my/product/stanley-14-562-22-maxsteel-aviation-snips-left-curve/,candidate,"Same authorised Stanley distributor PDP confirms Model 14-562-22, Left Curve, 10in - matches red left-cut item; internal code 992014562 suffix aligns. Red colour not stated verbatim."
4138,LOC-OLP-LTS70,PCS,70MM Olpha Brass Hammer Type Pad Loc,Hand Tools,Olpha,LTS70 70MM brass padlock,,,,none,no,unknown,direct:olpha.com.my [transport error/dead],https://olpha.com.my/ (transport error/dead),no_official_source,"No detected CSV brand/model beyond 'Olpha' name; olpha.com.my dead; search provider 429-rate-limited fleet-wide. Commodity padlock, no official brand-owner presence found."
6103,JAC-BOT-CNN-R03TON,PCS,China Bottle Jack - 3.0 Ton,Lifting & Rigging,,China Bottle Jack 3.0 Ton,,,,none,no,unknown,,,no_official_source,"Display name itself says 'China Bottle Jack' - unbranded commodity import, no manufacturer or model to trace to an official OEM/distributor page."
6214,TOO-CLA-F-ATB120X600,PCS,24 X 120MM Arrow F Type Wood Clamp,Hand Tools,Arrow,ATB120X600 F-clamp 24 inch,,,,none,no,unknown,,,no_official_source,'Arrow' F-type wood clamp is unbranded commodity hand tool; no detected brand/model fields; no known brand-owner site; search budget consumed by 429 failures.
5224,DOR-BELL-CIMA-DC-6417-WHI,SET,Cielo 6417 Door Bell - White,Doors & Hardware,Cielo,DC-6417 door bell white,,,,none,no,no,"q2: ""Cielo"" ""6417"" door bell Malaysia [HTTP 429]",https://cielo.com.my/ (transport error/dead),no_official_source,cielo.com.my unreachable; sole websearch attempt rate-limited (429); could not fetch any page containing '6417'; white finish unverified.
6865,FIT-UPVC-TEE-160MM,PCS,U-pvc Tee 160MM 6,Plumbing,,U-PVC Tee 160MM 6,,,,none,no,unknown,,,no_official_source,"Generic U-PVC solvent tee 160mm, no brand or model detected; commodity fitting sold under many importers; no official manufacturer PDP exists to cite."
3768,KGR-OXI-WOO-5L,TIN,5L 806 Dark Brown Wood Preser Vative (stove Brand),Home Appliances,Stove,806 wood preservative 5L dark brown,,,,none,no,no,,,no_official_source,'Stove' brand wood preservative has no discoverable official site; no plausible domain to probe directly; websearch dead (429); shade 806 unverifiable.
3803,WAL-DOW-NF-1801/10OP,PCS,10 Outdoor Gate Lamp (globe Shape),Lighting,NF,1801/10 outdoor gate lamp,,,,none,no,unknown,,,no_official_source,Model NF-1801/10OP inferred from item code only; brand owner unidentified ('NF'); no official lighting-brand domain available for direct fetch; search provider rate-limited.
5058,TOO-PLI-CRI-STA-SET-998484253,PCS,9 Crimping Pliers Set,Power Tools,Stanley?,998484253 crimping pliers set 9,,,,none,no,unknown,,,no_official_source,"Code prefix 'STA' hints Stanley but 998484253 is barcode-like, not a resolvable Stanley SKU; cannot verify exact model on stanleytools.com without working search."
7009,SPR-GALAXY-WTRPRF-400ML,CAN,Galaxy Waterproof Solution Spray 400ML,Fasteners & Fixings,Galaxy,Waterproof Solution Spray 400ML,,,,none,no,unknown,"q2/q5: ""Galaxy"" ""waterproof solution"" spray 400ml Malaysia [HTTP 429 x2]",,no_official_source,Galaxy-branded aerosol has no known official MY brand-owner site; both websearch attempts returned HTTP 429; no page fetched containing product name.
5019,TOPLUS-288-07L,CAN,7L Toplus Emulsion 288 Gadis Cantik,Paint & Sundries,Toplus,Emulsion 288 Gadis Cantik 7L,https://smart-paints.com/catalogue/,,TOPLUS - WEATHER PLUS catalogue listing only; '288' absent from all fetched text,low,no,unknown,direct: smart-paints.com home + /products/ + emulsion category + ?s=toplus + /catalogue/ + catalogue.pdf + ?s=288,https://www.smart-paints.com/ | https://smart-paints.com/products/ | https://smart-paints.com/product-category/emulsion/ | https://smart-paints.com/?s=toplus | https://smart-paints.com/catalogue/ | https://smart-paints.com/wp-content/uploads/2025/10/catalogue.pdf | https://smart-paints.com/?s=288,no_official_source,"Brand-owner confirmed: smart-paints.com hosts TOPLUS catalogue.pdf, but it is an image scan (Weather Plus) with no extractable '288'. Site searches return no Emulsion 288 PDP/TDS/colour chart; no official product photo URL exists."
5020,TOPLUS-300-07L,CAN,7L Toplus Emulsion 300 Cream,Paint & Sundries,Toplus,Emulsion 300 Cream 7L,,,,none,no,no,websearch Toplus emulsion paint Malaysia official [429] | direct: toplus.com.my/.topluspaints.com/toplus.com.sg/toplus.my [all dead/holding],https://www.toplus.com.my/ (DNS fail) | https://www.topluspaints.com/ (holding page) | https://toplus.com.sg/ (dead) | https://toplus.my/ (dead),no_official_source,"No functional Toplus brand-owner site exists; all domain guesses dead or holding pages, engines unavailable. Likely house-label/local paint."
5021,TOPLUS-565-07L,CAN,7L Toplus Emulsion 565 Lakeland,Paint & Sundries,Toplus,Emulsion 565 Lakeland 7L,,,,none,no,no,shared Toplus query set [429/bing junk/ddg captcha],https://www.toplus.com.my/ (DNS fail) | https://www.topluspaints.com/ (holding page),no_official_source,Colour '565 Lakeland' unverifiable; no official Toplus site or authorised distributor PDP findable without working search.
5022,TOPLUS-658-07L,CAN,7L Toplus Emulsion 658 Sweet Sundae,Paint & Sundries,Toplus,Emulsion 658 Sweet Sundae 7L,,,,none,no,no,shared Toplus query set [429/bing junk/ddg captcha],https://www.toplus.com.my/ (DNS fail) | https://www.topluspaints.com/ (holding page),no_official_source,Colour '658 Sweet Sundae' unverifiable; brand has no discoverable official web presence; probes dead-ended.
5030,COV-JAC-L/B-M,PCS,L/blue Jacket (r) : M,Outdoor & Garden,,L/blue Jacket R M,,,,none,no,unknown,,,no_official_source,"Generic unbranded rain jacket, house label; no brand/model string exists to verify against any official source."
5031,COV-JAC-RED-M,PCS,Red Jacket (r) : M,Outdoor & Garden,,Red Jacket R M,,,,none,no,unknown,,,no_official_source,"Generic red rain jacket M, house label; no detected brand/model; nothing official to fetch."
5032,COV-JAC-RED-XL,PCS,Red Jacket (r) : XL,Outdoor & Garden,,Red Jacket R XL,,,,none,no,unknown,,,no_official_source,"Same generic jacket XL variant; house label, no official manufacturer presence."
5183,TOO-PLI-CIR-STA-SI175,PCS,7 Circlip Pliers- Straight Int,Power Tools,Stanley?,SI175 circlip plier straight int 175MM,,,,low,no,unknown,"q4/q6: theleedenstore site search circlip [siblings STHT84271-8/84274-8 only] | site search STHT84272 @ theleedenstore.com.my [absent] | direct:stanleytools.com.au search [JS-rendered, no static results]",https://www.stanleytools.com.au/ | https://www.stanleytools.com.au/search?q=circlip (JS-rendered) | https://www.theleedenstore.com.my/?s=circlip&post_type=product | https://www.theleedenstore.com.my/?s=STHT84272&post_type=product,no_official_source,Code hints Stanley 7in straight-internal circlip plier; authorised distributor Leeden stocks only sibling variants; exact SI175/STHT84272 variant absent.
3227,HOS-CLE-01630,COIL,16MM X 30M Clear Hose,Outdoor & Garden,,Clear Hose 01630 16MM x 30M,,,,none,no,unknown,,,no_official_source,"Commodity clear PVC garden hose 16mm x 30m; unbranded commodity, no official OEM product page exists."
6367,RAI-BOO-TCS5-41#7,PAIR,Tc S5 Yellow Safety Rain Boots 7,Safety & Workwear,Tc,S5 Yellow Safety Rain Boots size 7,,,,none,no,unknown,q4: theleedenstore S5 rain boot search [Red Wing fallback only] | site search safety rain boots [Red Wing leather only],https://www.theleedenstore.com.my/ | https://www.theleedenstore.com.my/?s=S5+rain+boot&post_type=product | https://www.theleedenstore.com.my/?s=safety+rain+boots&post_type=product,no_official_source,'TC S5' yellow PVC safety boot has no discoverable brand-owner site; Leeden carries zero PVC rain boots; engines rate-limited.
6368,RAI-BOO-TCS5-45#11,PAIR,Tc S5 Yellow Safety Rain Boots 11,Safety & Workwear,Tc,S5 Yellow Safety Rain Boots size 11,,,,none,no,unknown,shared TC S5 searches,https://www.theleedenstore.com.my/ | https://www.theleedenstore.com.my/?s=safety+rain+boots&post_type=product,no_official_source,"Size-11 sibling of above; same TC S5 brand gap - no official/authorised source found, only marketplace listings would exist."
6387,TOO-PLI-COM-STA-150,PCS,6 Dynagrip HD Combination Plier,Hand Tools,Stanley,STHT0-74456 Dynagrip 150MM combo plier,https://www.stanleytools.co.uk/product/stht0-74456/stanley-dynagrip-150mm-combination-plier,https://www.stanleytools.co.uk/EMEA/PRODUCT/IMAGES/HIRES/STHT0-74456_1.jpg,STHT0-74456 STANLEY DYNAGRIP 150mm Combination Plier,high,yes,yes,q2: stanley dynagrip combination pliers site:stanleytools.co.uk [DDG bot-challenge] | direct: stanleytools.co.uk/sitemap.xml scan -> dynagrip plier PDP,https://www.stanleytools.co.uk/sitemap.xml | https://www.stanleytools.co.uk/product/stht0-74456/stanley-dynagrip-150mm-combination-plier,candidate,"Brand inferred from 'Dynagrip' name; official UK PDP STHT0-74456 = DYNAGRIP 150mm (6in) combination plier, heavy-duty drop-forged/black-oxide text matches HD claim; SKU + 150mm in page text; product image verified HTTP200."
6402,"IND-CAS-PVC-SWI-4""",PCS,Medium Duty Red PVC Swivel Wheel 4,Fishing & Tackle,,Medium Duty Red PVC Swivel Wheel 4,,,,none,no,unknown,,,no_official_source,"Unbranded commodity PVC swivel caster wheel, no manufacturer/model identifiers in item data; no plausible official brand-owner domain to probe; search engines bot-gated."
6408,TOO-CLA-F-ATB120X300,PCS,12 X 120MM Arrow F Type Wood Clamp,Hand Tools,Arrow,ATB120X300 F-clamp 12 inch,,,,none,no,unknown,,,no_official_source,"Generic F-type wood clamp (ATB120X300 house code), no detected brand/model; commodity clamp families lack identifiable OEM; no official source exists to verify."
5194,"DOR-ROL-GAT-2.5""",PCS,Galv. U Folding Gate Bearing 2.5,Doors & Hardware,,Galv U Folding Gate Bearing 2.5,,,,none,no,unknown,,,no_official_source,"Galvanised U folding-gate bearing 2.5in is local Malaysian gate hardware commodity; no brand detected, no manufacturer website findable; honest none."
6389,TOO-WRE-AHD10,UNIT,10 Arrow Black-finished H/d Adjustable Wrench,Hand Tools,Arrow,AHD10 adjustable wrench 10,,,,none,no,unknown,,,no_official_source,'Arrow' black-finished HD adjustable wrench 10in appears to be import/house label; no official Arrow wrench brand-owner site verifiable; Stanley/FatMax equivalents are not this product.
4017,WAL-DOW-81157-1 BK,PCS,Up Down Lite 81157/1 Bk,Lighting,,81157/1 BK Up Down Lite,,,,none,no,no,"Mojeek: ""81157"" ""up down"" wall light black [HTTP403] | websearch: ""81157"" up down wall light [unrelated US sconce retailers only]",https://www.lighting.philips.com.my/consumer/search?q=81157,no_official_source,"Up Down Lite 81157/1 BK: Philips MY search returned empty JS shell (no 81157); websearch surfaced only unrelated US sconce retailers; brand owner unidentified, no official PDP found."
6313,TL2087POLY-DC4,ROLL,Thailion 2087 4 Polyethylene Dampcourse,Other,Thailion,2087 polyethylene dampcourse 4 roll,,,,none,no,unknown,Bing: Thailion dampcourse polyethylene 2087 [bot-gated junk],,no_official_source,"Thailion (Thai polyethylene dampcourse, 2087 series): thailion.com and thailion.co.th both transport-error/dead; Bing SERP unusable; no official manufacturer page reachable."
3439,TOO-DRV-STA-SET-4PCS,SET,4PCS Cushion Grip S/dr Sets,Power Tools,Stanley,STHT0-62144 Cushion Grip 4pc set,https://www.stanleytools.co.uk/product/stht0-62144/stanley-cushion-grip-screwdriver-set-parallel-flared-phillips-4-pc,https://www.stanleytools.co.uk/EMEA/PRODUCT/IMAGES/HIRES/STHT0-62144_1.jpg,STHT0-62144 STANLEY CUSHION GRIP Screwdriver Set Parallel Flared Phillips 4 pc.,medium,no,unknown,q2: stanley cushion grip screwdriver set 4 piece [DDG bot-challenge] | direct: stanleytools.co.uk sitemap scan,https://www.stanleytools.co.uk/sitemap.xml | https://www.stanleytools.co.uk/product/stht0-62144/stanley-cushion-grip-screwdriver-set-parallel-flared-phillips-4-pc,candidate,"Brand inferred from 'Cushion Grip'; official UK PDP STHT0-62144 is 4pc Cushion Grip screwdriver set, SKU in page text, image HTTP200. Three sibling 4pc sets exist (STHT16169-0, 0-65-013), so exact-SKU certainty is medium."
3917,GAS-REG-BTY 16/17A,PCS,Hpg Regulator (horizontal-type),Home Appliances,HPG,BTY 16/17A horizontal regulator,,,,none,no,unknown,direct:hpg.com.my x2 [transport dead],,no_official_source,HPG horizontal LPG regulator 16/17A: hpg.com.my and www.hpg.com.my both transport-error/dead; no brand-owner site reachable; commodity regulator without verifiable official source.
6349,SAF-BEL-IND-SH6,PCS,R'yal Body Harness Safety Belt,Safety & Workwear,R'yal,SH6 body harness belt,,,,none,no,unknown,"Bing/websearch: ""R'yal"" safety harness Malaysia [resellers only, engines degraded] | direct:ryal.com.my / ryalsafety.com.my / ryalsafety.com [all dead]",,no_official_source,"R'yal body harness: all brand domains transport-error/dead; websearch found only Safepro/Safetyware/Totco resellers, not authorised-brand PDPs; no official source."
6430,TOO-HAM-SLE-4P,PCS,Double Face Sledge Hammer - 4P,Hand Tools,,Double Face Sledge Hammer 4P,,,,none,no,unknown,q4: theleedenstore sledge search [0 products],https://theleedenstore.com.my/?s=sledge&post_type=product,no_official_source,Unbranded generic 4lb double-face sledge hammer; no OEM brand/model to trace; authorised-distributor store search returned no products.
5208,PUM-OIL-PVC-44GAL,PCS,44 Gallon Korea PVC Oil Pump,Pumps & Water,,44 Gallon Korea PVC Oil Pump,,,,none,no,unknown,q4: theleedenstore hand pump search [nothing],https://theleedenstore.com.my/?s=hand+pump&post_type=product,no_official_source,"'Korea PVC' describes origin/type, not a brand; unbranded 44-gallon drum pump with no identifiable OEM or official product page."
6608,MIDDY-CORNER IN-G100CI-W,PCS,Middy:corner IN (white),Other,Middy,corner IN (white) G100CI-W,https://middy.com.my/product/,,G100 White Series only; 'corner IN'/G100CI-W never appears; catalogue PDF has no extractable text,low,no,no,q2: Middy gutter corner IN OR G100CI uPVC Malaysia [429] | direct: middy.com.my sitemaps + product page + jina proxy of 2026 catalogue PDF,https://middy.com.my/ | https://middy.com.my/sitemap.xml | https://middy.com.my/page-sitemap.xml | https://middy.com.my/product/ | https://r.jina.ai/https://middy.com.my/wp-content/uploads/2026/07/MIDDY-CATALOGUE-2026_JULY-NEW-210726-AMENDED.pdf,no_official_source,"Official brand owner confirmed (MIDDY INDUSTRIES SDN BHD, uPVC gutters); product page lists only 'G100 White Series', never 'corner IN'/G100CI-W; 2026 catalogue PDF >5MB, no extractable text. Tier-4 lead: PDF crop needed."
7202,IND-WIR-BAR-PVC-81B,ROLL,4KG PVC Coated Barbed Wire (2.4MM),Electrical,,81B PVC Barbed Wire 4KG,,,,none,no,unknown,q4: theleedenstore barbed search [nothing],https://theleedenstore.com.my/?s=barbed&post_type=product,no_official_source,"Commodity fencing wire sold by weight/diameter spec, no manufacturer brand or model code; no official OEM source exists."
6583,"OIL-FUN-06""",PCS,Oil Funnel 6,Housewares,,Oil Funnel 6 inch,,,,none,no,unknown,q4: theleedenstore oil funnel search [nothing],https://theleedenstore.com.my/?s=oil+funnel&post_type=product,no_official_source,"Generic 6-inch plastic oil funnel, unbranded commodity; no manufacturer identity, no official page or spec sheet possible."
4068,TOPLUS-HIG-GLO-1L-C,CAN,1L Toplus High Gloss C Base,Paint & Sundries,Toplus,High Gloss C Base 1L,,,,none,no,unknown,direct: toplus.com.my / toplospaint.com.my / topluspaints.com / toplus.com [all dead or unrelated],http://toplus.com.my | https://www.toplus.com.my | https://toplospaint.com.my | https://www.toplospaint.com.my | https://topluspaints.com | https://toplus.com,no_official_source,"Toplus paint brand has no resolvable official site beyond smart-paints.com TDS pages (colour-specific PDPs absent): .com.my domains DNS-dead, topluspaints.com holding, toplus.com unrelated Chinese sourcing agent."
6595,TOO-VIC-TAB-60MM,PCS,2 1/2 Table Vice,Hand Tools,,Table Vice 2.5 inch 60MM,,,,none,no,unknown,q4: theleedenstore table vice search [nothing],https://theleedenstore.com.my/?s=table+vice&post_type=product,no_official_source,"Unbranded 60mm bench/table vice, commodity hand tool; no maker or model declared so no official OEM page exists."
6748,IND-DUS-ALI-240L-TYRE,PCS,Aliclean HDPE Dustbin Axles 240 (tyre),Automotive,Aliclean,HDPE Dustbin Axles 240 tyre,,,,none,no,unknown,q1/q2: Aliclean HDPE dustbin 240 litre axle Malaysia [429] | direct: aliclean.com [parked] / aliclean.com.my /.my [DNS dead],https://www.aliclean.com | http://aliclean.com.my | https://aliclean.my,no_official_source,aliclean.com parked for sale via GoDaddy; aliclean.com.my/.my DNS-dead; spare-part accessory of Malaysian bin brand with no reachable official site.
5429,"GAR-CHI-1/2""X3/8""-SBL",PCS,Sbl G. I. Loading Spike T-shape Hook 1/2 X 3/8,Outdoor & Garden,SBL,G.I. Loading Spike T-hook 1/2 x 3/8,,,,none,no,unknown,direct: sbl.com.my / sblhardware.com.my / sblhardware.com [unresolvable] / sbl.com.sg [unrelated marine firm],https://sbl.com.my | https://www.sblhardware.com.my | https://sblhardware.com | https://www.sbl.com.sg,no_official_source,"Malaysian SBL domains unresolvable; sbl.com.sg is SBL Engineering, an unrelated Singapore marine-services contractor, not a hardware OEM."
5492,PUM-HAN-634,PCS,M'man Hand Pump - 634,Pumps & Water,M'man,Hand Pump 634,,,,none,no,unknown,direct: mmanpump.com / mmanpump.com.my / mman.com.my [all unresolvable],https://mmanpump.com | http://mmanpump.com.my | https://www.mman.com.my,no_official_source,"Small local pump label; all plausible M'man/M-Man domains unresolvable, no official site or model-634 documentation findable via direct probes."
6584,RAI-SUI-SUP-L,PCS,Supersonic PVC Rain Suit Trouser : L,Curtains & Blinds,Supersonic,Rain Suit Trouser L,,,,none,no,unknown,direct:supersonic.com.my [unreachable; rainwear absent],https://www.supersonic.com.my/,no_official_source,"Unbranded PVC rain-suit trouser; Supersonic MY site unreachable, rainwear not in their appliance catalogue. No brand/model to trace."
6637,TOO-PLI-DIA-STA-150,PCS,6 Diagonal Cutting Plier,Hand Tools,,Diagonal Cutting Plier 6,,,,none,no,unknown,,,no_official_source,"Generic unbranded 6-inch diagonal cutting plier; no manufacturer or model in name/code. Commodity hand tool, no official source possible."
6635,SHH-NYL-NET-12,PCS,Automatic Nylon Fishing Mesh Net 12 Hole,Fishing & Tackle,,Nylon Net 12 hole,,,,none,no,unknown,,,no_official_source,"Generic nylon fishing net, no brand/model detected. Untraceable commodity import."
5916,SMR-TCT-HOL-SAW-32MM,PCS,Smr Tct Holesaw 32MM,Power Tool Accessories,SMR,TCT Holesaw 32MM,,,,none,no,unknown,,,no_official_source,'SMR' appears to be a house/import label; no official brand-owner web presence identifiable within probe budget. Generic TCT holesaw.
6675,"AER-STA-CER-10""",PCS,Aerico 10 Standard Ceramic,Other,Aerico,10 Standard Ceramic,,,,none,no,unknown,"q2: ""Aerico"" ""10 Standard Ceramic"" official",https://www.aerico.com.my/,no_official_source,Aerico domain unreachable (transport error); no official tile-brand site verified. Cannot confirm any official product page.
6673,TOO-VIC-TAB-50MM,PCS,2 Table Vice,Hand Tools,,Table Vice 2 inch 50MM,,,,none,no,unknown,,,no_official_source,"Generic 2-inch table vice, unbranded. No manufacturer identity to research."
6715,TOO-WRE-ADJ-STA-STMT87431-8,PCS,6 Adjustable Wrench,Hand Tools,Stanley,STMT87431-8 6 inch adj wrench,https://asia.stanleytools.global/product/stmt87431-8-kr/150-mm-adjustableustable-wrench,,STMT87431-8-KR 150 Mm Adjustable Wrench; page conflicts black-finish vs chrome-plated; og:image is category fallback,medium,yes,no,"q2: ""STMT87431"" stanley adjustable wrench across stanleytools domains",https://www.stanleytools.com/product/stmt87431-8 | https://www.stanleytools.com/product/maxsteel-adjustable-wrench/stmt87431 | https://asia.stanleytools.global/product/stmt87431-8-kr/150-mm-adjustableustable-wrench,no_official_source,"Official SBD Asia PDP shows STMT87431-8(-KR), 150mm=6in matching display name; but og:image is category fallback, KR-market listing, page conflicts black-finish vs chrome-plated - image leg of bar unmet. Tier-2 lead: locate SKU-specific product photo."
7314,"ELE-D/L-222/6""-WH",PCS,Surface Downlite 222/6 Wh,Electrical,,Surface Downlite 222/6 WH,,,,none,no,no,,,no_official_source,Surface downlight '222/6' carries no detectable brand; generic electrical commodity with no traceable manufacturer.
7294,X-BOS-2608-587-165,PCS,Ceramic Expert Drill Bit 10 X 90MM,Power Tool Accessories,Bosch,2608587165 CYL-9 Ceramic 10x90MM,https://www.bosch-professional.com/my/en/cyl-9-ceramic-tile-drill-bit-2608587165-ocs-ac,,,none,no,unknown,"q3: ""2608587165"" bosch EXPERT CYL-9 ceramics filetype:pdf [legacy article absent] | q1/q2: 2608587165 bosch official pages",https://www.bosch-diy.com/my/en/p/expert-cyl-9-ceramics-2608587165 | https://www.bosch-professional.com/gb/en/tile-drill-bits-2790341-ocs-ac/ | https://www.bosch-professional.com/my/en/cyl-9-ceramic-tile-drill-bit-2608587165-ocs-ac | https://www.bosch-professional.com/my/en/search?query=2608587165,no_official_source,"Art. 2608587165 = Bosch CYL-9 Ceramic 10x90mm confirmed via third-party retailers, but official Bosch sites/PDFs list only successor CYL-9 Soft Ceramic/Multi Construction lines; legacy article absent from official pages."
6712,SHH-ROD-777S150,PCS,"777 Sin Solid Rod 150 (5'0"") Fishing Rod (4+1)(MIX Clr)",Fishing & Tackle,777 Sin,777S150 solid rod 150,,,,none,no,unknown,,,no_official_source,"'777 Sin' solid glass boat rod, no identifiable brand owner or official site; commodity fishing tackle."
6009,BLI-HSS-HOL-SAW-50MM,PCS,Navato Hole Saw Cutter 50MM,Power Tool Accessories,Navato,Hole Saw Cutter 50MM,,,,none,no,unknown,websearch: Navato hole saw Malaysia official [429] | direct:navato.com.my / www.navato.com.my / navato.com.sg [DNS dead x3],,no_official_source,Navato is an import house-label; navato domains DNS-dead and websearch returned HTTP 429 fleet-wide. No official brand-owner page or PDF found.
6524,"CUT-KNI-STA-DYN-5.5/8""-10779-8",PCS,5-5/8 X 144MM Dynagrip Retractable Utility Knife,Hand Tools,Stanley,0-10-779 Dynagrip retractable knife,,,,low,no,unknown,direct: stanleytools.co.uk robots.txt + full sitemap grep 10779|10-779|dynagrip [absent; only 0-10-409/418/788] | direct: product/0-10-779 URL [404],https://www.stanleytools.co.uk/robots.txt | https://www.stanleytools.co.uk/sitemap.xml | https://www.stanleytools.co.uk/product/0-10-779/stanley-dynagrip-retractable-blade-utility-knife,no_official_source,Full stanleytools.co.uk sitemap contains no 0-10-779/10779 entry; direct URL returns 404. Exact model discontinued/absent from official site.
