item_code,uom,tiers_tried,prior_decision,prior_page,prior_image,prior_reason
SHH-LINE-WHI-NO.20,PCS,2,reject,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[Same class as pos 4725 processed earlier: '(bs) Long White M.L No.20' numbered monofilament fishing line - industry-generic line class, spools sold under countless house brands; no brand/model in display. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: (bs) long white monofilament line No.20; sibling of pos 4725; numbered line commodity]"
BRA-BID-SHO-SA033,PCS,2,pending,,,seed: action=search; prior_decision=; prior_source=| r2:pending log[No dedicated websearch executed this wave (budget spent on branded siblings); '28 Milano Hand Shower Bracket' SA033 - Milano is a common sanitary series naming used by several MY importers; slide-bar/hand-shower brackets are commodity chrome diecast parts. blocker: sku_code_unattributed_no_dedicated_query.]| r4:pending log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired -> SERPs junk/no-hit (archived) | Milano hand shower bracket SA033 28MM: Milano bathroom-series tag; no attributable OEM site found (many unrelated Milano brands); SA033 unattributable]
CLI-ELE-CAB-04MM100'S,BOX,2,reject,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[Round nylon cable clips 4MM nail-in box of 100 ('(bd)' bulk pack) - pure commodity, sibling of pos 3859/3560 processed this session. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: cable clip 4MM round 100s box (bd); commodity]"
CHA-CAP-ROU-EXT-22MM,PCK,2,reject,,,seed: action=search; prior_decision=; prior_source=| r2:reject log[Round external end cap 22MM for chain-link/garden tube posts - commodity plastic/metal cap sold in multipacks everywhere; internal pack code only. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: round external cap 22MM (4PCS/PCK); pipe-cap commodity]
"CLI-HOS-GP-2""",PCS,2,candidate,https://www.tecoline.com.my/index.php?ws=showproducts&products_id=1706280,https://cdn1.npcdn.net/image/150060314861bceb858d043a3e6844ac2f5f43cacb.jpg?md5id=f894ee87a0ac2b9ee2cce99ea0659ef4&new_width=1000&new_height=1000&size=max&w=1704863889,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:fail log[Same official-distributor evidence chain as sibling pos 4192 this session: p:tecoline.com.my/index.php?ws=showproducts&products_id=1706280 'Teco Stainless Steel Hose Clip 100% (AMERICAN) TYPE' stock-code table row quote: TECO-HAS-51 | 27 - 51 | exact size-range match to catalogue CLIP-2 (27-51MM); image family shot 1000x1000 max CDN asset; page+image byte-fetched via fetcher this session. model_exact=no: CLIP-2 matched by size range not literal string.] verifier[Same Tecoline hose-clip page contains no GP model token (only TECO-MAH/HAS codes with mm ranges) so 2-inch variant unproven; shared generic photo 500x350px 28KB]| r4:pending log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired -> SERPs junk/no-hit (archived) | r2 evidence chain: p:https://www.tecoline.com.my/index.php?ws=showproducts&products_id=1706280 Teco Stainless Steel Hose Clip (AMERICAN) TYPE stock-table row TECO-HAS-51 covers 27-51MM matching CLIP-2 size range exactly, BUT image on that page is FAMILY shot of multiple clip sizes -> BAR forbids family hero; per-model asset absent this session; tecoline reachable? not re-probed live this session]"
LAM-4402SB,BOX,2,reject,,,seed: action=search; prior_decision=; prior_source=| r2:pending log[No dedicated websearch executed this wave (budget spent on branded siblings); 'Seal Beam 4402-24V' - 4402 is an industry-standard sealed-beam headlamp shape code used across automotive lamp makers (GE/Hella/Depo style); without maker marking cannot pick a brand asset safely. blocker: sku_code_industry_standard_no_dedicated_query.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_commodity: sealed beam lamp 4402-24V; 4402=industry-standard PAR-type lamp number used by many lamp makers; listing carries no maker brand]
FAS-SCR-ZPH-DSMHO516-BOX,BOX,2,reject,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[Zinc-phosphate self-drilling screw 1000pcs trade box, DSM-HO516 internal code - commodity tek-screw bulk box, same class as round-1 siblings DS520HW/DS665HW rejected earlier; 'Sr' prefix reads as supplier code. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: ZP self drilling screw DSM-HO516 1000PCS/BOX; ZPH=zinc-plated-hardened finish term not brand; commodity bulk screws]"
"IND-CAS-H/DUTY-MCLSC-4""",PCS,2,reject,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log['4in DL5 heavy-duty MCL swivel caster' - DL5 reads as factory plate-caster frame code and MCL possibly the maker initials; industrial casters are semi-commodity but branded lines exist; not queried before budget cut. blocker: sku_code_unattributed_no_dedicated_query.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_series_code: DL5 heavy-duty medium-duty swivel caster 4""; DL5=supplier series code no brand; caster commodity]"
MEA-TAP-SUN-10M,PCS,2,pending,,,seed: action=search; prior_decision=; prior_source=| r2:pending log[SUNLON brand measuring tape 10.0M/33ft - Sunlon appears as a MY-market hand-tool house brand (sibling Sensui tapes handled separately); no OEM site surfaced incidentally during session searches and no dedicated query run before budget cut. blocker: sku_page_not_found_brand_real_no_dedicated_query.]| r4:pending log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired -> SERPs junk/no-hit (archived) | Sunlon measuring tape 10.0M/33FT: Sunlon tape brand real (TW/MY market) but no reachable OEM/authorised page]
RAI-BOO-KRK-Y39#,PAIR,2,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[Same korako rubber work-rainshoe class as pos 2823/2800/3293 processed this session: q:rain shoes 7000 yellow returned only Western Hunter/HISEA fashion boots; Malaysian korako makers have no OEM web presence; 7000YLW style code, size 39(6). generic_unbranded-leaning; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_house_import: Rainshoes 7000YLW yellow rain shoe size 39; own-import footwear no OEM presence]| r5:exhausted log[q:""kasut hujan getah Malaysia""(engines-blocked-this-session) ; tier1:no-oem-found ; t3:n/a-commodity-no-brand(confirmatory-probe-blocked) ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
COC-BAL-L908,PCS,2,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[No dedicated websearch executed this wave (budget spent on branded siblings); 'Leon 1/2 Lockable Ballcock L908' - Leon reads as sanitary house-brand initials and L908 a factory code; float ballcocks are otherwise commodity cistern parts; no OEM page surfaced incidentally during session plumbing searches. blocker: sku_code_unattributed_no_dedicated_query.]| r4:pending log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired -> SERPs junk/no-hit (archived) | Leon lockable ballcock L908 1/2"": Leon cistern-fittings brand plausible MY; no OEM/authorised page found; L908 unattributable beyond listings]"
SWI-SOC-MK-NEO-S4787,PCS,2,candidate,https://www.samajaya.com.my/showproducts/productid/5325762/cid/557382/mk-s4787nwhi-20a-dp-switch-socket-cw-neon/,https://cdn1.npcdn.net/images/01e61a0bf9b35a0cfd9ae76e996ed202_1731896247.webp?md5id=669d11d1eb158cd3de1baa5371b18296&new_width=1000&new_height=1000&size=max&w=-62170008925&from=jpeg&type=9,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:fail log[q:MK socket Malaysia ""S4787"" 20A double pole neon wide rocker -> p:samajaya.com.my/showproducts/productid/5325762 title quote 'MK S4787NWHI 20A Double Pole Water Heater Switch/ Aircon Switch/ Aircond Switch', Brand field MK, description bullets 'Model : S4787NWHI / Ampere : 20A / Colour : White'; gallery images cdn1.npcdn.net ...new_width=1000&new_height=1000&size=max webp (5 assets). Corroborated by Shopee 'MK S4787N WHI Slimline Plus Wide Rocker DP Switch With NEON' (MPN: S4787N WHI), djhardware 'MK BY HONEYWELL ECORE ... E4787N', smjelectrical 'MK S4787NWHI ... (SIRIM Approved)'. Catalogue model S4787NW is a truncated form of S4787N-WHI - suffix mismatch logged so model_exact=no. Page+images byte-fetched this session.] verifier['Model : S4787NWHI' 20A DP water-heater switch white confirmed in Samajaya page text and pixels but fetched image is only 472x451px and 17372B failing both >=500px and >=20KB gates]| r4:pending log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired -> SERPs junk/no-hit (archived) | MK S4787NW: closest dealer evidence is p:https://www.samajaya.com.my/showproducts/productid/5325762/cid/557382/mk-s4787nwhi-20a-dp-switch-socket-cw-neon/ title 'MK S4787NWHI 20A Double Pole Water Heater Switch...' Model S4787NWHI Colour White - that is the NWHI water-heater variant, NOT the wide-rocker NW on our card; model mismatch so NOT usable as same-SKU asset; exact S4787NW PDP not found this session (re-probed samajaya page live 200)]"
"IND-CAS-SWI-LSCB-2""",PCS,2,reject,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[Same DL5 plate-caster family as pos 2679 processed this session ('4in DL5 heavy-duty MCL/L-base swivel caster'); DL5 reads as factory frame code, MCL/LSCB as base/brake variants; industrial casters semi-commodity; no dedicated query before budget cut. blocker: sku_code_unattributed_family_only.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_series_code: DL5 L-base swivel caster with brake 2""; sibling of pos 2679 family; supplier series code no brand]"
SWI-ADA-3WAY-MK-692,PCS,2,candidate,https://www.jllelectrical.com.my/showproducts/productid/1866133/mk-692-13a-3-way-adaptor-white/,https://cdn1.npcdn.net/npimg/1638931995c123f4221a38905aa9695940d7406814.webp?md5id=d0866fb7fef7340334755089f89bdfeb&new_width=1000&new_height=1000&size=max&w=1784535547&from=jpg&type=9,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:pass log[q:MK electric Malaysia ""692"" 3 way adaptor 13A -> p:jllelectrical.com.my/showproducts/productid/1866133 h1 quote 'MK 692 13A 3 WAY ADAPTOR WHITE', Brands field MK, category MK HONEYWELL, In Stock; schema image cdn1.npcdn.net/npimg/1638931995...new_width=1000&new_height=1000&size=max webp. Spec via hslelectrical.com.my quote: 'MK Heavy Duty 3 Way Adaptor support Voltage/Current: ~250V,13A Approved by ASTA Ref 479 with Sirim Approved. Fused Adaptor'. Catalogue Mk 692 3WAY Adaptor matches literally (model 692). Corroborated by Lazada/Shopee/CYA/Zhong listings. Page+image byte-fetched this session.] verifier['MK 692 WHITE 3 WAY ADAPTOR' in JLL page text and pixels show MK 692 WHI 3 Way 13A adaptor; 1000x1003px webp 30158B]"
LOC-COL-TA501,PCS,2,pending,,,seed: action=search; prior_decision=; prior_source=| r2:pending log[Colex brand chain proven same session (pos 2623 RB501): esales/litaventure COLEX ANTI CUT PADLOCK SERIES pages list RM403/RM404/RM405/RM503/505/RA401/RA501/RB401/RB501/RK402/RK4200/RK502/RK5200 but TA501 titanium-coated variant NOT literally surfaced in any indexed title before budget cut; esales product pages return HTTP 401 to server clients. blocker: sibling_series_confirmed_ta501_not_surfaced + retailer_401_fetch_blocked.]| r4:pending log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired -> SERPs junk/no-hit (archived) | Colex TA501 titanium-coated padlock: r2 could not surface TA501 in indexed COLEX series lists (RB/RA/RK families only); TA501 unverified; needs distributor catalogue check]
SWI-SOC-ULT-M0815W,PCS,2,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[RETOUCH Ultra Rimless official range proven this session via three fetched retouch.my pages (DP switches M20AMG/M20A2MG, 16A light switches M021MG/M022MG..., 13A sockets M0813MG flat-pin etc.) establishing Broadlink's M-code convention incl white-series W suffixes (dealer ESL lists M20AW white twin). BUT the WHITE-series 15A ROUND-PIN switch socket page carrying literal code M0815W was not located/fetched before budget cut (13A sockets page covers flat-pin only). blocker: white_series_15a_roundpin_page_not_fetched_model_not_literal.]| r4:pending log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired -> SERPs junk/no-hit (archived) | Ultra M0815W white: re-probed OFFICIAL reTOUCH ULTRA RIMLESS OEM site live (Broadlink Marketing Sdn Bhd): p:https://www.retouch.my/showproducts/productid/5818230/ultra-rimless-doublepole-switches/ and p:/showproducts/productid/5818228/ultra-rimless-16a-light-switches/ list ONLY Matte Grey MG-suffix codes (M20AMG/M20A2MG/M011MG/M012MG...); no 15A round-pin switch-socket page and NO white W-suffix codes anywhere -> exact M0815W absent from OEM catalogue surfaced so far]"
"IND-CAS-SWI-LSC-2""",PCS,2,reject,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[Same DL5 plate-caster family as pos 2679/3375 processed this session; LSC = L-base swivel no-brake variant of factory frame code DL5; no dedicated query before budget cut. blocker: sku_code_unattributed_family_only.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_series_code: DL5 L-base swivel caster 2""; sibling of pos 2679 family; supplier series code no brand]"
SWI-SOC-ULT-M022MG,PCS,2,candidate,https://www.retouch.my/showproducts/productid/5818228/ultra-rimless-16a-light-switches/,https://cdn1.npcdn.net/images/943605ea3f3110a1ef90df357b2ec38e_1745917409.webp?md5id=44ca89856009f6417c6cb01d81746535&new_width=1000&new_height=1000&size=max&w=1737947568&from=png&type=9,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:pass log[p:retouch.my/showproducts/productid/5818228/ultra-rimless-16a-light-switches/ OFFICIAL RETOUCH site (Broadlink Marketing Sdn Bhd): page 'ULTRA RIMLESS 16A Light Switches' category Matte Grey, description quote under '2 GANG 1 WAY': 'CODE M021MG - 2 GANG 1 WAY / M022MG - 2 GANG 2 WAY / 16A 2 GANG Light Switch'; main image cdn1.npcdn.net images 943605ea...new_width=1000&new_height=1000&size=max webp. Catalogue 'Ultra 16A 2 GANG 2 Way-matte grey (M022MG)' matches model AND matte-grey finish literally (MG code + Matte Grey category). Same official-site evidence chain as pos 3852. Page+image byte-fetched this session.] verifier['M022MG - 2 GANG 2 WAY' listed in retouch.my ULTRA RIMLESS 16A page CODE list under Matte Grey; pixels show 2-gang matte-grey reTOUCH switch; 1017x1000px webp 48676B]"
"TOO-CLA-F-BLI-10""",PCS,2,reject,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[No dedicated websearch for F-clamps this wave; Blimax brand confirmed real earlier this session (blimax.com.my own site; KTC dealer listing Blimax hammers/cutting wheels/tile cutters); quick-release F clamp 10in SKU page not surfaced on blimax.com.my before budget cut. blocker: brand_site_exists_sku_page_not_found.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_house_brand: Blimax quick-release F-clamp 10""; house/distributor brand no OEM site; commodity clamp]"
CUT-BLA-WOO-KNI10530T,PCS,2,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[No dedicated websearch executed this wave (budget spent on branded siblings); 'Knight Circular Saw Blade - Wood 4""X30T' - Knight reads as MY-market blade house brand and KNI10530T an internal code; 4in/110mm x 30T is a commodity tooth count (session Blimax TCT query showed BKH/Durga/made-in-china commodity landscape). blocker: sku_code_unattributed_no_dedicated_query.]| r4:pending log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired -> SERPs junk/no-hit (archived) | Knight circular saw blade wood 4""x30T KNI10530T: Knight brand tag ambiguous (many unrelated Knight brands); no MY power-tool-accessory OEM found]"
RAI-BOO-KRK-B42M,PAIR,2,reject,,,seed: action=search; prior_decision=; prior_source=| r2:pending log[Same korako rubber work-rainshoe class as pos 2823/2800/2876/3293 processed this session: style 6000BLK black variant size 42(9); Malaysian korako makers have no OEM web presence (session queries returned only Western Hunter/HISEA fashion boots). generic_unbranded-leaning; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_house_import: Rainshoes 6000BLK black rain shoe size 42; own-import footwear no OEM presence]
"DRI-BIT-3/8""XM10",PCS,2,pending,,,seed: action=search; prior_decision=; prior_source=| r2:pending log[SENSUI brand confirmed real this session (pos 3186 X7 measuring-tape chain: Shopee/Lazada/litaventure/tntbestgroup titles); but Sensui hole-saw hex-shank arbour 3/8in x M10 x 1.5mm SKU page not opened before budget cut - Sensui cuts a wide hardware range and no OEM site exists. blocker: brand_real_sku_page_not_opened_marketplace_only.]| r4:pending log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired -> SERPs junk/no-hit (archived) | Sensui hole saw hex shank arbor 3/8 x M10x1.5MM: Sensui brand real on marketplaces (tapes/hole-saw accessories); no OEM/authorised page found; M10 arbor spec generic across brands]
SHH-LINE-WHI-NO.300,PKT,2,reject,,,"seed: action=search; prior_decision=; prior_source=| r2:reject log[Same numbered-monofilament fishing-line class as pos 4725/4778 processed earlier: '(sf) Round White M.L. No.300' - line-class numbers industry-generic, spools sold under countless house brands; no brand/model in display. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: (sf) round white monofilament line No.300; sf=supplier fine tag; numbered line commodity]"
BNW-THR-ZP-12MM,PCS,2,reject,,,seed: action=search; prior_decision=; prior_source=| r2:reject log[Zinc-plated threaded rod 1/2in x 6ft - pure commodity fastener stock sold by every fastener shop in cut lengths or 1m/3m bars; no brand/model online; detected_model 6FTS is a length spec not a part number. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: ZP threaded rod 1/2 x 6FT; commodity fastener stock]
COC-STO-JOP-2SC01W,PCS,2,candidate,https://www.lkkhardware.com/showproducts/productid/5996445/jopex-pvc-stopcock-white/,https://cdn1.npcdn.net/images/2d83bcf370e90f286e2a8f9bb1a33f5c_1768549396.webp?md5id=dcce3baa3d05a6ea93ccf94e05819312&new_width=1000&new_height=1000&size=max&w=1759821286&from=png&type=9,"seed: action=search; prior_decision=; prior_source=| r2:candidate/verify:pass log[q:""Jopex"" stopcock PVC fittings Malaysia -> p:lkkhardware.com/showproducts/productid/5996445 h1 quote 'JOPEX PVC STOPCOCK ( WHITE )' with variant buttons literally 'SC10W (15MM )' and '2SC01W ( 20MM )' - exact catalogue model match (2SC01W = 20mm/3/4in); RM7.50-10.00 qty 40 In Stock; schema image cdn1.npcdn.net/images/2d83bcf3...new_width=1000&new_height=1000&size=max webp. Corroborated by Lazada title 'Jopex PVC JP Stopcock SC01W 15mm / 2SC01W 20mm / 3SC01W 25mm' spec quote 'Tested to BS EN 200:2008 ... Plastic Material polyacetal POM' and UK Hardware Trading JOPEX PVC Stopcock 3/4 20mm; export-agent note confirms Jopex PVC taps manufactured in Malaysia. Page+image byte-fetched this session.] verifier['2SC01W ( 20MM )' variant and '20mm -2SC01W' in LKK JOPEX PVC STOPCOCK (WHITE) page text; pixels show white Jopex stopcock; 1000x1000px webp 23826B]"
SHH-LINE-WHI-NO.250,PKT,2,reject,,,seed: action=search; prior_decision=; prior_source=| r2:reject log[Same numbered-monofilament fishing-line class as pos 4725/4778/3638 processed earlier: '(sf) Round White M.L. No.250' industry-generic line class; no brand/model in display. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: (sf) round white monofilament line No.250; sibling of pos 3638; numbered line commodity]
NAIL-TUFTING-TN-7225,PCK,2,reject,,,seed: action=search; prior_decision=; prior_source=| r2:pending log[q covered by wave-1 Fiesto query chain: litaventure.com.my distributor page titled 'FIESTO BRAND U CLIP TUFTING NAIL - TN7216 TN7220 TN7225' - catalogue model TN-7225 literally listed (U-clip type matches display 'U Clip Tufting Nail'). WEBFETCH of litaventure blocked by np_js_c JavaScript challenge -> page/image bytes NOT obtainable server-side. blocker: js_challenge_walled_no_bytes. Same wall as sibling TN7316/TN8316 rows.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_house_brand: U-clip tufting nail 25MM x 7.3MM (10PCS/PCK); unbranded consumable; Fiesto TN7225 equivalent exists but listing carries no brand]
BRO-MOP-300,PCS,2,reject,,,seed: action=search; prior_decision=; prior_source=| r2:reject log[Same commodity push-broom class as pos 2710 processed earlier: 'No. 300 Mop Broom With Handle' size-code commodity sold loose under countless house brands; no dedicated query run this wave. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_house_import: No.300 mop broom with handle; numbered commodity broom no brand; sibling of pos 5390]
"IND-CAS-SWI-1""",PCS,2,reject,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[Same DL5 plate-caster family as pos 2679/3375/3329 processed this session; 1in 360-degree swivel variant of factory frame code DL5; no dedicated query before budget cut. blocker: sku_code_unattributed_family_only.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_series_code: DL5 360-degree swivel caster 1""; supplier series code no brand]"
"IND-CAS-FIX-1""",PCS,2,reject,,,"seed: action=search; prior_decision=; prior_source=| r2:pending log[Same DL5 plate-caster family as pos 2679/3375/3329/4198 processed this session; fixed (rigid) 1in variant of factory frame code DL5; category Building Materials vs Fishing & Tackle inconsistency in source noted. blocker: sku_code_unattributed_family_only.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_series_code: DL5 fixed caster 1""; supplier series code no brand]"
PLA-BAG-W500-1518,PCK,2,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject/no-verifier log[q:plastic bag ""15 x 18"" white 500g hardware Malaysia T-bag -> p:packaginghub.my/plastic-bag-group/ws-pp-clear-15x18-381x457mm/ 'WHITE SINGLET PLASTIC BAG | WS PP CLEAR 15X18"" (250g) (26's)' RM4.50/pkt - commodity white T-shirt/singlet bag sold by packet weight; p:plastikgsh.com.my 'Plastic Carry Bag 15x18' unbranded; Shopee MY '500 gram PP Bags 10x13/12X15/13X16/15X18' sold by weight. WHITE/500G is an internal pack-weight code, no brand/model anywhere. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: T-bag plastic bags 15x18 WHITE/500G (aa); packaging commodity]| r5:exhausted log[q:""tbag plastic bag 15x18 white Malaysia""(engines-blocked-this-session) ; tier1:no-oem-found ; t3:n/a-commodity-no-brand(confirmatory-probe-blocked) ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
CAB-LUG-10-8,PCK,2,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject/no-verifier log[q:cable lug 10mm 8mm stud pack 10pcs Malaysia -> Lazada/Shopee '(10pcs per pkt) Cable Lug 10MM 16MM 25MM M8 or M10' unbranded; p:samajaya.com.my/showproducts/productid/5887703/10mm-m8-cable-lug/ generic retailer listing no brand; TLC UK BH LUG10/8 '10mm Crimp Cable Lugs - 8mm Stud Hole' same commodity in UK. Bare tinned-copper crimp lugs are size-coded commodities (10mm2 cable / 8mm stud); CAB-LUG-10-8 internal code. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: cable lug 10-8 (10PCS/PCK); size-coded terminal commodity]| r5:exhausted log[q:""cable lug 10-8 ring terminal Malaysia""(engines-blocked-this-session) ; tier1:no-oem-found ; t3:n/a-commodity-no-brand(confirmatory-probe-blocked) ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
PLA-BAG-W500-1114,PCK,2,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject/no-verifier log[q:plastic bag ""15 x 18"" white 500g hardware Malaysia T-bag (class query shared with sibling pos 4034) -> packaginghub.my WS PP singlet-bag range incl sibling sizes 12x15/18x20 sold per pkt weight, plastikgsh.com.my carry bags unbranded, Shopee '500 gram PP Bags' multi-size. 11 X 14 white T-bag AA ~500g pack is a commodity packaging item; WHITE/500G internal pack code; no brand/model online. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: T-bag plastic bags 11x14 WHITE/500G (aa); packaging commodity]| r5:exhausted log[q:""tbag plastic bag 15x18 white Malaysia""(engines-blocked-this-session) ; tier1:no-oem-found ; t3:n/a-commodity-no-brand(confirmatory-probe-blocked) ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
