item_code,uom,display_name,category,stock_qty,price_myr,priority_score,priority_tier,detected_brand,detected_model,suggested_family_key,family_listing_count,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,image_url,local_asset_path,checksum,notes,source_position,coverage_source,coverage_file,existing_classification,existing_rights_status,existing_model,existing_source_url,existing_image_url,existing_image_status,existing_notes,campaign_classification,rights_status_final,evidence_ready,campaign_notes
TOO-DRV-ASD43-,PCS,4 X 3MM (-) Arrow High Grip Screwdriver,Hand Tools,30,5.40,46.4,3,,,unbranded:4-x-arrow-high-grip-screwdriver,2,,,,pending,,pending,,,,,4333,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TOO-HAM-CLA-W2611,PCS,Claw Hammer Trp/plastic,Hand Tools,4,23.90,46.4,3,,W2611,unbranded:claw-hammer-trp-plastic,1,,,,pending,,pending,,,,,4334,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,W2611,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
TOPLUS-224-07L,CAN,7L Toplus Emulsion 224 Moonlight,Paint & Sundries,7,51.90,46.4,3,,,unbranded:toplus-emulsion-224-moonlight,1,,,,pending,,pending,,,,,4335,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TOPLUS-GOLD-5L-C,CAN,5L Toplus Gold C Base,Paint & Sundries,4,89.90,46.4,3,,,unbranded:toplus-c-base,1,,,,pending,,pending,,,,,4336,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
CLI-HOS-PVC-13-23,PCS,7/8 S/steel Hose Clip With PVC Handle 13-23,Doors & Hardware,192,1.80,46.3,3,,,unbranded:7-8-s-steel-hose-clip-with-pvc,1,,,,pending,,pending,,,,,4337,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
COC-BIB-LION18,PCS,Brass Bib Cock - Lion Brand 18 MM,Plumbing,17,26.90,46.3,3,,,unbranded:brass-bib-cock-lion-brand,2,,,,pending,,pending,,,,,4338,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
CUT-ELE-EDM-4240,PCS,4 X 240 Gold Elephant Mop Disc,Housewares,15,6.30,46.3,3,,EDM-4240,unbranded:4-x-240-elephant-mop-disc,1,,,,pending,,pending,,,,,4339,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,EDM-4240,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
CUT-KNI-HX338,BOX,Tct A80 N. T Cutter Blade (10PCS/BOX),Abrasives & Cutting,37,2.50,46.3,3,,A80,unbranded:tct-a80-n-t-cutter-blade-box,1,,,,pending,,pending,,,,,4340,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,A80,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
DOR-HIN-BRI-100MM,DOZ,Iron Hinges Bright 4,Home Appliances,3,30.90,46.3,3,,,unbranded:iron-hinges-bright-4,1,,,,pending,,pending,,,,,4341,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
LAD-H/D-STRO-SS10,UNIT,S/sided H/d Ladder 10 Step,Ladders & Access,2,499.00,46.3,3,,,unbranded:s-sided-h-d-ladder-10-step,1,,,,pending,,pending,,,,,4342,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
RAI-COA-SUP-XXL,PCS,Supersonic PVC Rain Coat : 2XL,Curtains & Blinds,3,30.90,46.3,3,,2XL,unbranded:supersonic-pvc-rain-coat-2xl,1,,,,pending,,pending,,,,,4343,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,2XL,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
ROO-ZIN-SHE-06'X35G,PCS,Corrugated Steel Zinc 6 X 35G,Building Materials,56,18.10,46.3,3,,,unbranded:corrugated-steel-zinc-6-x,1,,,,pending,,pending,,,,,4344,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
SHH-LINE-L/G-OHML30,PCS,Omega Hayasu Mono Line (rainbow) 30LBS,Fishing & Tackle,6,15.40,46.3,3,,30LBS,unbranded:omega-hayasu-mono-line-rainbow-30lbs,1,,,,pending,,pending,,,,,4345,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,30LBS,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
SHH-LINE-L/G-OHML8,PCS,Omega Hayasu Mono Line 8LBS (rainbows),Fishing & Tackle,6,15.40,46.3,3,,8LBS,unbranded:omega-hayasu-mono-line-8lbs-rainbows,1,,,,pending,,pending,,,,,4346,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,8LBS,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
SHO-HEA-05369(H),SET,Esh 500A Shower Head 05369,Bathroom,5,18.70,46.3,3,,,unbranded:esh-shower-head-05369,1,,,,pending,,pending,,,,,4347,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
STOP-LVL-TIL-STP-4017,PACK,PVC Tile Leveling Stopper (90PCS+-/PCK),Flooring,5,18.90,46.3,3,,90PCS+-/PCK,unbranded:pvc-tile-leveling-stopper-pck,1,,,,pending,,pending,,,,,4348,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,90PCS+-/PCK,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
SWI-LAM-HOL-SE220E-E27,PCS,E27 Battern Holder - White,Electrical,59,4.60,46.3,3,,E27,unbranded:e27-battern-holder,1,,,,pending,,pending,,,,,4349,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,E27,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
SWI-SOC-ELE-PTBK400,PCS,400MM Power Tracks (surface)-black (BK400),Electrical,2,134.00,46.3,3,,BK400,unbranded:power-tracks-surface-bk400,1,,,,pending,,pending,,,,,4350,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,BK400,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
TOO-COM-IRO-BUL-24MM,PCS,24MM Iron Bull Spanner,Hand Tools,8,19.70,46.3,3,,,unbranded:iron-bull-spanner,31,,,,pending,,pending,,,,,4351,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TOO-COM-W0305H-11*13MM,PCS,2 Open Wrench (11*13MM),Hand Tools,9,10.50,46.3,3,,11*13MM,unbranded:2-open-wrench-11,1,,,,pending,,pending,,,,,4352,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,11*13MM,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
TOO-SPA-BEN-BLK-12MM,LGHT,BAR Bender: (m) Black 1/2,Power Tools,8,43.90,46.3,3,,,unbranded:bar-bender-m-1-2,1,,,,pending,,pending,,,,,4353,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TOO-WRE-DOU-1417,PCS,Double Flexible Socket Wrench 14 X 17MM,Hand Tools,8,19.60,46.3,3,,,unbranded:double-flexible-socket-wrench-14-x,2,,,,pending,,pending,,,,,4354,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
TOPLUS-GOLD-5L-D,CAN,5L Toplus Gold D Base,Paint & Sundries,4,87.90,46.3,3,,,unbranded:toplus-d-base,1,,,,pending,,pending,,,,,4355,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
VAL-BAL-VIP-MF12MM,PCS,1/2 Vip Chrome Mini Valves 323MF,Plumbing,19,14.20,46.3,3,,323MF,unbranded:1-2-vip-mini-valves-323mf,1,,,,pending,,pending,,,,,4356,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,323MF,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
VAL-CAB-CSK15A,UNIT,Cabana Stop Valve 3/4,Plumbing,3,88.90,46.3,3,,CSK15A,unbranded:cabana-stop-valve-3-4,1,,,,pending,,pending,,,,,4357,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,CSK15A,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
BNW-B&N-RBN-112,PCK,Sr G. I Boit & Nut 3/16 X 1 1/4 (12PCS/PCK),Fasteners & Fixings,13,3.10,46.2,3,,12PCS/PCK,unbranded:sr-g-i-boit-nut-3-16-x,12,,,,pending,,pending,,,,,4358,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,12PCS/PCK,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
BRO-NYL-609,PCS,609 Wooden Nylon Drain Broom With Handle,Doors & Hardware,30,11.30,46.2,3,,,unbranded:609-wooden-nylon-drain-broom-with-handle,1,,,,pending,,pending,,,,,4359,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
CAP-02.5UF-415V-CBB61,PCS,Capacitor 415V Blnch Square Black (sh-po),Electrical,42,6.20,46.2,3,,2.5UF,unbranded:capacitor-blnch-square-sh-po,1,,,,pending,,pending,,,,,4360,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,2.5UF,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
CAR-WAS-SHI-1L,PCS,Aa Car Care Wash&shine (premium) 1000ML,Automotive,7,21.90,46.2,3,,,unbranded:aa-car-care-wash-shine-premium,2,,,,pending,,pending,,,,,4361,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
CUT-DIS-W2451-100,PCS,4 Cutting Wheel,Abrasives & Cutting,31,2.90,46.2,3,,W2451,unbranded:4-cutting-wheel,1,,,,pending,,pending,,,,,4362,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,W2451,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
CUT-KNI-HOL-JM-80,PCS,Jayamata Knives Stainless Steel,Abrasives & Cutting,2,45.90,46.2,3,,JM-80,unbranded:jayamata-knives-stainless-steel,1,,,,pending,,pending,,,,,4363,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,JM-80,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
CUT-KNI-W550RP,PCS,Utility Knife W550RP,Hand Tools,5,18.20,46.2,3,,W550RP,unbranded:utility-knife-w550rp,1,,,,pending,,pending,,,,,4364,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,W550RP,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
CUT-KNI-W900RPB,PCS,Utility Knife W900RP,Hand Tools,4,22.90,46.2,3,,W900RP,unbranded:utility-knife-w900rp,1,,,,pending,,pending,,,,,4365,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,W900RP,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
CYL-LOC-EPO-C101L-ORB,SET,Epo Cylindrical Lock (C101-L Orb),Locks & Security,2,44.90,46.2,3,,C101-L,unbranded:epo-cylindrical-lock-c101-l-orb,1,,,,pending,,pending,,,,,4366,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,C101-L,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
DZ-GEN-TG-30,PCS,Tool Grease,Other,10,9.10,46.2,3,,GEN-TG-30,unbranded:tool-grease,1,,,,pending,,pending,,,,,4367,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,GEN-TG-30,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
FLO-PVC-NO.26901,ROLL,PVC Flooring No. 517-03,Flooring,6,164.00,46.2,3,,,unbranded:pvc-flooring-no-517-03,1,,,,pending,,pending,,,,,4368,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
GAS-LIG-METAL,PCS,Spark L Lighter,Home Appliances,5,18.20,46.2,3,,,unbranded:spark-l-lighter,1,,,,pending,,pending,,,,,4369,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
HOO-SNA-SS-6MM,PCS,S/s Snap Hook 6MM X 60MM,Doors & Hardware,7,7.70,46.2,3,,,unbranded:s-s-snap-hook-x,3,,,,pending,,pending,,,,,4370,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
LEO-SUS304-S/S-BIB-L133,PCS,Leon Sus 304 S/steel,Plumbing,6,43.90,46.2,3,,BIBTAP-L133,unbranded:leon-sus-304-s-steel,1,,,,pending,,pending,,,,,4371,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,BIBTAP-L133,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
PEN-ECO100-4KG,PAIL,Eco 100 Waterproofing,Housewares,1,89.90,46.2,3,,COATING-4KG,unbranded:eco-100-waterproofing,1,,,,pending,,pending,,,,,4372,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,COATING-4KG,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
PLA-MAT-EAW1100,ROLL,Elephant-king Anti-weed Mat (pp) 1M X 100M,Packaging,1,154.00,46.2,3,,,unbranded:elephant-king-anti-weed-mat-pp-x,2,,,,pending,,pending,,,,,4373,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
SAF-SLI-GLO-2TON5M,LGTH,Webbing Sling (glolift) 50MM 2 Ton X 5M,Lifting & Rigging,4,38.90,46.2,3,,,unbranded:webbing-sling-glolift-2-ton-x,6,,,,pending,,pending,,,,,4374,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Campaign-level rights gate is needs_permission; original source rights metadata is retained in existing_rights_status.
SHE-CAB-CB474-GM,PCS,Cabana Shelf Gm 350 X 140 X 56MM,Housewares,1,89.90,46.2,3,,SUS304,unbranded:cabana-shelf-gm-350-x-140-x,1,,,,pending,,pending,,,,,4375,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,SUS304,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
SHH-HOOK-9290BN14,PKT,Sode Hook No. 14(13'S),Fishing & Tackle,16,5.70,46.2,3,,9290BN,unbranded:sode-hook-no-14-13-s,1,,,,pending,,pending,,,,,4376,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,9290BN,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
SHH-HOOK-EWDX40006,PKT,No. 6(20'S) Eagle Wave Hook,Fishing & Tackle,7,13.10,46.2,3,,DX-400,unbranded:no-6-20-s-eagle-wave-hook,1,,,,pending,,pending,,,,,4377,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,DX-400,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
SHH-ROD-CRF200XH,PCS,Pt Pioneer Crossfire Xh (4+1BB)(R/H) Casting Reel,Fishing & Tackle,1,89.90,46.2,3,,4+1BB,unbranded:pt-pioneer-crossfire-xh-4-1bb-r-h,1,,,,pending,,pending,,,,,4378,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,4+1BB,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
SHH-ROD-EJ150,PCS,"Torikumu Ebi Light (4'0"") Prawn Rod",Fishing & Tackle,2,45.90,46.2,3,,TK-EB-401-2S,unbranded:torikumu-ebi-light-4-0-prawn-rod,1,,,,pending,,pending,,,,,4379,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,TK-EB-401-2S,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
SWI-SOC-ULT-M022MG,PCS,Ultra 16A 2 GANG 2 Way-matte Grey (M022MG),Electrical,13,19.90,46.2,3,,M022MG,unbranded:ultra-2-gang-2-way-matte-m022mg,1,,,,pending,,pending,,,,,4380,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,M022MG,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
SWI-SOC-ULT-M074MG,PCS,Ultra 1GANG Data Out (RJ45)-MAT Grey (M074MG),Electrical,8,32.90,46.2,3,,1GANG,unbranded:ultra-1gang-data-out-rj45-mat-m074mg,1,,,,pending,,pending,,,,,4381,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,1GANG,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
TOO-WRE-MARS,PCS,Mars No. 5 Adj Tap & Reamer Wrench (M4-M12),Hand Tools,2,45.90,46.2,3,,M4-M12,unbranded:mars-no-5-adj-tap-reamer-wrench-m4,1,,,,pending,,pending,,,,,4382,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,M4-M12,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
WEL-REG-YAM-OXY,PCS,Yamato Regulatuor - YR70 Oxygen,Welding,1,89.90,46.2,3,,YR70,unbranded:yamato-regulatuor-yr70-oxygen,1,,,,pending,,pending,,,,,4383,full_catalogue_4301_4400,/home/ubuntu/work/full_catalogue_image_pass/products_4301_4400_reviewed.csv,PENDING,needs_permission,YR70,,,pending,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,PENDING,needs_permission,NO,Branded/model retry overlay: retry researched fail-closed to PENDING; no exact image evidence preserved.
