item_code,display_name,category,uom,stock_qty,price_myr
CUT-SAW-WAL-BOA-W2669,Wall Board Saw,Building Materials,PCS,6,19.90
ELE-D/L-MGM-MQTL2048-6500K,Mgm 2 1/2 7W Eye Ball Dl,Electrical,PCS,19,22.50
ELE-LED-FLO-SOR-100W,Ilite Solar Street,Electrical,UNIT,3,165.00
ELE-LED-SOL-YB-K7672-60W,Marviss 60W Outdoor Sensor Solar Light (K7672),Electrical,SET,2,239.00
"FAS-SCR-P/H-5/8"" X 8#",Sr P/h Self Drilling Screw 5/8 X 8 (20PCS/PCK),Fasteners & Fixings,PCK,43,1.70
FLO-PVC-484-09,PVC Flooring No. 338-02,Flooring,ROLL,1,164.00
GAR-HOE-FOR-STE-3LBS,3LBS 105 Forged Steel Fork Hoe,Outdoor & Garden,PCS,2,21.90
GAR-RAK-BLA-4T,4TEETH Framer Rake,Outdoor & Garden,PCS,2,19.90
GRA-CUT-BRU-4140306001,Brush Pair,Outdoor & Garden,PAIR,3,15.00
GRA-CUT-STC1820EPCF,Black+decker Power Command 18V,Outdoor & Garden,UNIT,1,509.00
HOS-CLE-00830,8MM X 30M Clear Hose (MTR),Outdoor & Garden,MTR,194,1.30
IND-DUS-ALI-240L,Aliclean HDPE Dustbin 240LTR,Plumbing,UNIT,2,229.00
INS-IS8503(P),Pedestal IS8503(P),Other,NOS,1,199.00
KGR-OXI-WOO-5L,5L 806 Dark Brown Wood Preser Vative (stove Brand),Home Appliances,TIN,3,59.80
LI-HEA-HX816,HX816 Head Light,Other,PCS,5,31.90
SWI-LAM-HOL-W218E27,E27 Hanging Holder Wh,Electrical,PCS,169,2.10
SWI-SOC-ELE-PTGY800,800MM Power Tracks (surface)-grey (GY800),Electrical,PCS,2,229.00
TAP-CAB-CB6331,Cabana S/steel Drinking Tap,Plumbing,UNIT,3,169.00
TAP-PRE-TB-2016Q,Premio: Wall Bib Tap,Plumbing,PCS,5,89.90
"TOO-DRV-STA-PH1-3/16""X6""","Cushion Grip S/dr PHILIPS-3/16""X6""X1PT ( 1X150MM)",Power Tools,PCS,4,10.80
TOO-PLI-CIR-WHS200,Intl Plier Straight 200MM,Hand Tools,PCS,1,20.90
TOO-WRE-PIP-W200C,Heavy Pipe Wrench (200MM),Hand Tools,PCS,1,21.50
X-FLO-MOC-N813D,"16""X16 Floor Tiles N813D",Power Tools,PCS,8,4.90
"BRA-SHE-S/S-G785-12""",G785 304 H/duty Shelf Bracket 12,Housewares,SET,5,27.90
CHA-SAW-IETO-HD1012,Ieto Electric Chain Saw Stand HD1012,"Rope, Chain & Netting",SET,2,79.50
DUS-PAN-1993,Dustpan + Wooden Handle,Doors & Hardware,PCS,58,6.90
ELE-D/L-HOME-HGD604-18W-6500K,Hms Downlite Hgd 604/18W 6500K,Electrical,PCS,20,23.90
"FAS-RIV-PAT-1/8""X5/16""-BOX",Blind Rivet: Jaguar 1/8 X 5/16 (1000PCS/BOX),Fasteners & Fixings,BOX,2,28.50
FAS-RIV-PAT-5/32X5/8-BOX,Blind Rivet: Jaguar 5/32 X 5/8 (500PCS/BOX),Fasteners & Fixings,BOX,2,31.50
FLO-MOC-SC33016F,SC33016F Homo 300X300MM,Flooring,PCS,1,3.40
"IND-CAS-H/DUTY-MCLFC-6""",6 DL5 H/duty Mcl Fixed Caster,Building Materials,PCS,3,52.50
JQB-JUMP-XPRESS-BASIC,Jqb Jump Starter Jumpxpress Basic,Power Tools,UNIT,3,185.00
MEA-TAP-SUN-5.0M,Sunlon M. Tape 5.0M/16,Hand Tools,PCS,8,14.90
PAI-TIG-75MLALU*,75ML Tiger Aluminium,Paint & Sundries,PCS,6,8.50
PEN-TES-BLM452,Blimax Test PEN-BLM452,Housewares,PCS,30,3.70
SAF-SHO-NK80-06,Neuking NK80 Black 06,Safety & Workwear,PAIR,1,155.00
SAF-SHO-SOB-09#,Sobar P800 Safety Shoes 9,Safety & Workwear,PAIR,3,52.90
"SANDEX-VEL-PAD-M10-5""","Sandex 5 Velcro Backing PAD,M10",Abrasives & Cutting,PCS,9,13.90
SHH-MASK-YD18-JAPAN,Swim Mask (japan),Fishing & Tackle,PCS,5,29.90
SHO-HAN-HDLE-7013,Hand Shower Handle Only 7013,Bathroom,PC,9,14.60
SWI-SOC-MK-S2893,Mk Whi Sp 15A Switch Socket - Slimline Plus,Electrical,PCS,17,20.90
SWI-SOC-ULT-M0815MG,Ultra 15A Round Pin Swi Soc Neon-mat Grey (M0815MG),Electrical,PCS,19,23.90
"TOO-CLA-F-BLI-6""",Blimax Quick Release F CLAMP-6,Hand Tools,PCS,8,14.50
TOO-COM-W0305K-13*15MM,2 Open Wrench (13*15MM),Hand Tools,PCS,12,10.30
TOO-FIL-BCC-4.8200MM,Bahco Chain Saw File 168-8-4.8-3P 3/161IN (PCS),Hand Tools,PCS,3,6.40
TOO-GUN-GLU-STA-996069GR10B,Mini Hot Melt Glue Gun- Round Pin,Chemicals & Adhesives,PCS,1,47.90
TOO-WRE-KEY-ATHM-6,Arrow T Flat Hex Key (metric) With Plastic Handle - 6MM,Doors & Hardware,PCS,9,9.20
TOPLUS-WEA-PLUS-5L-C,5L Toplus Weather Plus C Base,Paint & Sundries,CAN,5,135.80
WAL-DOW-NF-1801/10OP,10 Outdoor Gate Lamp (globe Shape),Lighting,PCS,3,59.00
WEL-ELE-J38.12-4.0MM,Welding Electrode X 4.0MM,Welding,PCK,4,31.90
X-LEO-SUS304-ABL-L103S,Leon Sus 304 Ablution,Power Tools,PCS,1,76.00
X-LOC-SOL-CR503,Solex Key Alike Padlock,Locks & Security,SET,1,245.00
BAT-TOS-AA,Toshiba Battery Aa (4PCS/PCK),Electrical,BOX,9,48.90
BOA-GYP-9MMX4'X8',4 X 8 X 9MM Boral Gypsum Board,Building Materials,PCS,34,32.00
CEI-COR-314D,314D Cornice Corners,Building Materials,NOS,4,27.90
COC-BAL-2WAY-05417,Bc 14 2WAY Ball Cock,Plumbing,PCS,10,38.90
COC-BAL-L908,Leon 1/2 Lockable Ballcock- L908,Plumbing,PCS,13,28.90
DOR-LAT-B4SS,Leon S/steel Door LATCH-4,Doors & Hardware,DOZ,1,53.90
DOR-LOC-CYL-02070,586 AC Czs Cylindrical Door Lock,Doors & Hardware,SET,23,21.90
"FAS-SCR-CSK-1"" X 6G-PCK",Sr Csk Tapping Screw 1 X 6G (20PCS/PCK),Fasteners & Fixings,PCK,41,2.20
FIT-HDPE-BEN-ELB-25MM,HDPE Bend (elbow) 25MM,Plumbing,PCS,161,3.20
GUN-T-9000,Ceiling Tufting Gun Big,Fasteners & Fixings,PCS,2,219.00
HAN-BLI-STE-400MMX32MM,Bliton Steel Pull Handle 400MMX32MM,Doors & Hardware,SET,1,51.90
HOS-GAR-MMAN-1446#-20M,M'man Garden Hose 1446 5/8 X 20M,Outdoor & Garden,ROLL,8,79.00
IND-IRON-HIN-2.0,2.0 Iron Welding Hinger Pin,Home Appliances,PCS,73,1.90
PAI-BRU-633-038MM,Paint Brush 633 X 38MM,Paint & Sundries,DOZ,6,15.10
RAI-BOO-KRK-B41M9000,Korakoh Rain Shoes Blk - 8/41,Curtains & Blinds,PAIR,8,18.50
SAF-LAS-CAR-2515FT,Ratchet Tie Down,Safety & Workwear,PCS,6,22.50
SAF-SHO-NK80-09,Neuking NK80 Black 09,Safety & Workwear,PAIR,1,155.00
SHE-CAB-CB501A,Cabana Glass Shelf CB501A,Building Materials,UNIT,2,78.00
SHH-FROG-STFM-55MM,Huangxin/huizhu Frog W/spiner 3.0CM,Fishing & Tackle,PCS,21,5.70
SIN-NOZ-R007,R007 WN03 Sink Tap Nozzle,Kitchen & Sinks,PCS,1,10.90
TOO-DRV-ASD63-,6 X 3MM (-) Arrow High Grip Screwdriver,Hand Tools,PCS,37,6.00
TOO-DRV-STA-6.5X150MM-9960651930,"Cushion Grip S/dr Std - (1/4""X6"")",Power Tools,PCS,3,13.50
TOR-ENE-LED-2DW,Evr Opp LED 2D W Batt,Lighting,PCK,6,16.30
VAL-ANG-CVL-CA9008,Cavallo Angle Valve CA9008 304SS 2-WAY,Plumbing,PCS,20,17.50
VAL-ANG-CVL-CA9009,Cavallo 304 SS Angle Valve,Plumbing,PCS,15,26.90
BNW-BOL-SS304-M12-40MM,SS 304 Bolt - M12 X 40MM,Fasteners & Fixings,PCS,21,2.90
DC-MCB303,Carbon Brush DC-MCB303,Power Tools,SET,9,11.90
"FAS-SCR-F/H-3/4"" X 8#",Sr F/h Self Drilling Screw 3/4 X 8 (20PCS/PCK),Fasteners & Fixings,PCK,40,1.80
"FAS-SCR-P/H-3/4"" X 8#-BOX",Sr P/h Self Drilling Screw 3/4 X 8 (1000PCS/BOX),Fasteners & Fixings,BOX,1,59.00
FAS-SCR-TECH-METAL-65MM-PCK,Techscrew-metal Screw X 65MM (50PCS/PCK),Fasteners & Fixings,PCK,7,10.50
FIR-EXT-EVE-9KG,Eversafe Abc Fire Extinguisher 9KGS,Safety & Workwear,PCS,1,155.00
HOS-FLE-DL5-FB30,DL5 30CM Flex. Extension Faucet (orange Tube),Electrical,PCS,3,21.50
"HOS-FLE-VIP-PP36""",PP-36 White Nylon Vip Flexible Tube,Outdoor & Garden,PCS,3,17.50
"IND-BRA-ANGLE-4""X2""X2""X1.60MM",Bracket Angle 4 X 2 X 2 X 1.60MM,Building Materials,PCS,1158,1.20
LOC-COL-ZK504,Safety Chrome Plated Padlock ZK-504,Safety & Workwear,SET,2,78.50
LOC-PAD-ROL-40MM,40MM Rolinson Padlock,Locks & Security,PCS,21,8.70
MAR-PAI-BLUE,Mungyo Paint Marker:blue,Paint & Sundries,PCS,12,5.40
"PAI-BRU-NIP-7""",7 Cage Roller Handle + Polyester Refill,Doors & Hardware,PCS,45,9.80
PYE-FLE-SEAL-1.0KG-GREY,PYE Flexible Seal 1.0KG (grey),Building Materials,TIN,8,28.80
PYE-SLA-SEAL-1.0LTR,PYE Slate Seal 1.0LTR,Building Materials,TIN,3,39.50
SHE-CAB-CB451A,Cabana S/steel Shelf (satin) 350 X 130 X 75MM,Housewares,UNIT,1,161.00
SHH-HOO-4206-NO.1,4206 No. 1 Galah Hook (20'S),Fishing & Tackle,PKT,15,7.50
SHH-SINKER-NO.4,Single Head Sinker No. 4 (2PCS/PCK),Fishing & Tackle,PCK,20,5.90
STO-MOU-W242-50X25,Mounted Stone:k-prix Korea W242 (50X25),Abrasives & Cutting,PCS,8,12.90
SWI-SOC-MK-NEO-S4787,Mk 20A Dp Switch W Neon Wide Rocker Socket,Electrical,PCS,13,24.90
SWI-SOC-ULT-M20AMG,Ultra 20A Dou Pole Swi Neon-mat Grey (M20AMG),Electrical,PCS,15,28.50
TAP-CAB-CB1520SS,Cab S/s Pillar Mounted Kitchen Tap,Plumbing,PCS,3,159.00
TOO-SCR-EXTW0611,5PCS Screw Extractor,Fasteners & Fixings,SET,5,9.90
TOO-WRE-L-W0023C,L Type Wrench Crow BAR (21MM),Hand Tools,PCS,6,21.90
WEL-MAC-MIG-MINI-200A,Fighter Inverter MIG Machine 200A,Welding,UNIT,1,1588.00
WEL-TOR-YAM-WEL,Yamato Welding Torch,Lighting,PCS,2,65.00
BRA-S/S-L-85383,Stainless Steel L Bracket 85383-85X85,Plumbing,PCS,46,7.50
CLI-ELE-CAB-05MM100S,Cable Clip 5MM/100'S (bd),Electrical,BOX,15,2.90
CLI-ELE-CAB-09MM100'S,Cable Clip 9MM/100'S,Electrical,BOX,11,3.80
ELE-ADA-MS-PT13,"Morries Travel Adaptor For Uk,hk,sg& M'sia",Electrical,PCS,40,8.50
ELE-HOL-293-B22,Bm B22 Wedge Holder-black (ovl),Electrical,PCS,120,2.20
"FAS-RIV-PAT-1/8""X3/4""-PCK",Blind Rivet: Jaguar 1/8 X 3/4 (20PCS/PCK),Fasteners & Fixings,PCK,47,1.90
FIR-EXT-ABC-2KG,2KG Abc Fire Extinguisher,Safety & Workwear,NOS,2,119.00
GAS-REG-BTY182-CB,Butterfly LPG Regulator 1.5M Blk Hose,Outdoor & Garden,SET,21,24.90
GAS-STO-ALU-ROU,Alum Round Gas Stand (m'sia),Home Appliances,SET,8,13.90
GRA-CUT-A6046,"Nylon Line 37.5M, Black + Decker",Outdoor & Garden,PCS,1,56.00
HOS-COU-BR-12MM,Br Hose Coupling 12MM,Outdoor & Garden,PCS,13,4.30
LOC-HD-SHE-60MM,60MM Shenling Heavy Duty Lock,Locks & Security,PCS,9,22.30
OIL-CAN-2L,Oil Can 2L,Automotive,PCS,5,47.90
PAI-SPR-PMT-037,Paint Master Spray Paint - No. 37 Forest Green,Paint & Sundries,CAN,7,6.50
"PIP-UPVC-5255-1.1/2""","1 1/2""(40MM) X 6M Upvc Pipe",Plumbing,MTR,64,5.90
"SHH-NET-0.20D-1""",1 6'/100 Complete Set Net,Fishing & Tackle,PCS,2,72.90
SWI-SOC-ELE-E20AB,Elegance 20A Double Pole Swi Neon-blk (E20AB),Electrical,PCS,12,45.60
TOO-COM-IRO-BUL-27MM,27MM Iron Bull Spanner,Hand Tools,PCS,9,25.50
TOO-COM-IRO-BUL-32MM,32MM Iron Bull Spanner,Hand Tools,PCS,6,38.80
TOO-COM-W0305G-10*12MM,2 Open Wrench (10*12MM),Hand Tools,PCS,15,7.50
WEL-MAC-KEN-MMA160A,Kende Inverter Welding Machine 160A,Welding,UNIT,5,349.00
WOO-PLY-12MM-WTR,Plywood Waterproof 12MM X 4 X 8,Building Materials,PCS,18,79.50
X-FLO-MOC-M66065-QC184,600MM X 600MM Polished Tiles (nano) M66065,Power Tools,PCS,3,14.50
ABR-PAP-621-531,G150 Ewd Hand Sanding Sheet,Abrasives & Cutting,SHT,51,2.30
BNW-B&N-RBN-115-BOX,Sr G. I Boit & Nut 3/16 X 1 1/2 (box),Fasteners & Fixings,BOX,2,22.90
BNW-B&N-RBN-215,Sr G. I Boit & Nut 1/4 X 1 1/2 (5PCS/PCK),Fasteners & Fixings,PCK,27,2.70
BNW-BOL-SS304-M12-30MM,SS 304 Bolt - M12 X 30MM,Fasteners & Fixings,PCS,22,2.60
COC-STO-C012,Brass Stop Cock - C012 12MM,Plumbing,PCS,16,18.50
DOR-WOO-FRA-2X4,Door Frame 2 X 4 X 34 X 84,Doors & Hardware,SET,3,158.00
FAS-BOL-EXP-TRAC150-M12-140-80,M12 X 140 X 80 Brain Hook Expansion Bolt,Fasteners & Fixings,PCS,17,17.90
"FAS-RIV-PAT-3/16""X3/8""-BOX",Blind Rivet: Jaguar 3/16 X 3/8 (500PCS/BOX),Fasteners & Fixings,BOX,2,27.90
"FAS-SCR-DRY-BLA-6#1-1/4""BOX",Moon Arrow/bk - Drywall Screw 6,Fasteners & Fixings,BOX,23,12.90
"FAS-SCR-P/H-1 1/2"" X 8#",Sr P/h Self Drilling Screw 1 1/2 X 8 (20PCS/PCK),Fasteners & Fixings,PCK,24,3.50
"FAS-SCR-P/H-5/8"" X 8#-BOX",Sr P/h Self Drilling Screw 5/8 X 8 (1000PCS/BOX),Fasteners & Fixings,BOX,1,49.90
FIT-YG251-SOC-08MM-BRA,Y Brass Connector 8MM,Plumbing,PCS,13,3.40
FIT-YG251A-SOC-10MM-BRA,T Brass Connector 10MM,Plumbing,PCS,13,3.50
IND-COA-SKI-WHI-PCK,1KG Scp Skim Top Coat White (OC-2),Building Materials,PCK,10,2.90
IND-DUS-SCH-120L,Schaefer Waste Container (green) 120L,Plumbing,UNIT,3,228.00
IND-PAI-CEMENT-BIG,Cement Pail Yellow With Plastic Handle (big),Doors & Hardware,PCS,44,8.40
KGR-FLO-COA-9283,Kangaroo Floor Coat 9283 - Tropical Green,Paint & Sundries,TIN,3,199.00
"PAI-ROL-SET-1688-7""",M'man 7 Paint Roller Set - 1688,Paint & Sundries,SET,79,5.90
SHH-HOOK-9255SS-2/0,Eupro Octopus S/s Hook 2/0 (11'S),Fishing & Tackle,PKT,10,10.90
SWI-SH387-6MM,S/s Swivels 6MM (double Eyes),Electrical,PCS,5,8.50
TAP-CAB-CB889SS-BL,Cab Pillar Mounted Kit Tap (pull Out-blk),Plumbing,PCS,2,248.00
TOO-NIE-TAM-T27,Nietz E/long Tamper Tx-star Wrench (red) 53283027,Hand Tools,PCS,1,9.20
TOO-PLI-CIRWHB175,Intl Plier Bent Hose 175MM,Hand Tools,PCS,8,14.90
TOO-WRE-DOU-1213,Double Flexible Socket Wrench 12 X 13MM,Hand Tools,PCS,15,13.90
X-ELE-OSR-23W,Osram 3U 23W E27,Power Tools,PCS,2,20.90
X-FLO-MOC-M66002-QC501AB,600MM X 600MM Polished Tiles (nano) M66002,Power Tools,PCS,2,25.50
ABR-PAP-621-541,Ewd Hand Sanding Sheet G1200,Abrasives & Cutting,SHT,49,2.00
BLI-HSS-HOL-SAW-34MM,Blimax Hss Hole SAW-34MM,Power Tool Accessories,PCS,3,20.90
BNW-B&N-RBN-210-BOX,Sr G. I Boit & Nut 1/4 X 1 (box),Fasteners & Fixings,BOX,2,21.90
CUT-GRA-SHE-JM817,Jayamata Grass Shears Red/black Handle,Doors & Hardware,PCS,1,36.00
"CUT-KNI-JYMT-JM90-12""",Jayamata Parang Knife Atap 12,Abrasives & Cutting,PCS,3,32.90
DOR-BOL-RAI-100M,Rb Pad BOLT-4,Fasteners & Fixings,DOZ,15,26.90
DOR-HOL-822,Leon S/steel Magnetic Door HOLDER-822,Doors & Hardware,PCS,2,21.90
"FAS-SCR-DRY-WHI-6#1.1/2""BOX",Hunter/wh - Drywall Screw 6 X1-1/2,Fasteners & Fixings,BOX,21,12.90
"FAS-SCR-TAP-CSK-6#2""",6 X2 Csk Self Tapping Screw-flat Head (10PCS/PCK),Fasteners & Fixings,PACK,48,1.40
GAR-SPR-YEW-16L,16 LTR Yellow Sprayer (plantmate),Outdoor & Garden,PCS,4,128.00
GAS-REG-BTY 16/17A,Hpg Regulator (horizontal-type),Home Appliances,PCS,3,43.90
GLO-HAN-PVC-DOTS,Cotton Glove W/side PVC Dots (PAIR),Safety & Workwear,PAIR,5,1.90
HOS-GAR-SET-114253,Eagle - Stackable Hose Reel Set Hose: 6150,Fishing & Tackle,SET,1,145.00
IND-CAS-SCR-08MM,2 Screw (4PCS/PCK) CASTER-8MM,Fasteners & Fixings,PCK,5,11.90
IND-FIL-1.0KG,Stretch Film 1.0KG X 23 Micron X 500MM,Building Materials,ROLL,12,19.80
IND-NET-FIB-4'X25M-FTS,Fiberglass Netting 4,"Rope, Chain & Netting",ROLL,10,149.00
IND-TRU-PVC-150P,150P PVC Flat-bed Trailer,Building Materials,PCS,1,159.00
JAC-STA-CNN-6TON,China Jack Stand - 6TON,Automotive,PAIR,1,136.00
MAR-CRA-WHITE,Marking Crayon White,Hand Tools,DOZ,24,7.20
MEA-TAP-SENSUI-JBM040-25FT,25FT Sensui Chrome Measuring Tape (S9),Hand Tools,PCS,7,19.20
NAI-SQU-SUP-100MM-1KGS,E. G Square Boat Nail 100MM 1KGS,Fasteners & Fixings,PKG,6,9.30
SAF-SLI-GLO-3TON8M,Webbing Sling (glolift) 75MM 3 Ton X 8M,Lifting & Rigging,LGTH,3,67.00
SHH-HIN-LUR-101-125MM,3.2 80MM 5G Eupro K2 Lure (6'S) (mix Clr),Fishing & Tackle,PCS,7,17.80
SHH-HOO-4206-NO.2,4206 No. 2 Galah Hook (20'S),Fishing & Tackle,PKT,14,7.50
SHO-HAN-SET-07133,Ess 408 Shower Set 07133,Bathroom,SET,5,26.90
SWI-SOC-ELE-E011B,Elegance 16A 1 GANG 1 Way-black (E011B),Electrical,PCS,30,13.40
TAP-CAB-CB1547SS-RG,Cabana 304 S/steel Pillar Mounted Kitchen Tap,Plumbing,PCS,2,199.00
TOO-BOX-PVC-8001,15IN Tool Box,Hand Tools,PCS,8,12.90
TOO-RUL-CAL-200,Vernier CALIPER-8,Hand Tools,PCS,3,46.90
TOO-VIC-W2485,Heavy Hinged Pipe Vise 5,Plumbing,PCS,1,395.00
TOO-WRE-CHAW0021B,"Chain Wrench 9""/225MM",Hand Tools,PCS,3,45.90
VAL-BAL-VIP-343-18MM,Full Bore Ball VALVE:PN25 343 3/4,Plumbing,PCS,12,25.90
VAL-CAB-CSK14B,Cabana Stop Valve 1,Plumbing,UNIT,3,149.00
X-HOO-CAB-CB8006-5,Cabana 5 Robe Hook (satin),Power Tools,UNIT,1,53.00
AER-6U6,Aerico 6U6,Other,PCS,10,10.90
BAT-ENE-MINI-A27,Energizer Mini Al A27 BP1,Electrical,PCK,37,6.30
BOS-2608-690-122,Sds + Pencil Flat Chisel,Power Tool Accessories,PCS,2,14.90
BRO-FLO-NYL-6665B,6665 B Nylon Broom With Handle,Doors & Hardware,PCS,32,9.90
"BRO-HAN-7/8"" X 72",7/8 X 6 Broom Handle,Doors & Hardware,PCS,109,4.90
"CLI-HOS-GP-2.3/4""",Gp S/steel Hose CLIP-2.3/4 (44-67MM),Outdoor & Garden,PCS,22,2.30
DOR-HIN-KTSS3IN1,4 King Top 3 IN 1 S/steel Hinges,Doors & Hardware,SET,26,12.90
"HHD-SOC-YG379MF-1/2""X70MM",Mxf S/steel Socket 1/2 X 70MM,Electrical,PCS,6,7.20
HOS-COU-BR-16MM,Br Hose Coupling 16MM,Outdoor & Garden,PCS,8,6.60
IND-TRO-WOO,Wooden Cement Trowel,Hand Tools,PCS,124,8.50
LOC-ENT-EPO-H051/AC,Epo Entrance Lock Set (H051/AC),Locks & Security,SET,1,138.00
NAIL-RIVET-ARN2575-BOX,Arrow Rivet Gun Round Nail 25 X 7.5MM (200PCS/BOX),Fasteners & Fixings,BOX,10,39.00
PAI-BRU-LEON-830-25MM,Stag Paint Brush 1,Paint & Sundries,PCS,11,3.50
"PAI-ROL-REF-PM4""",Paint Master Paint Roller Refill 4,Paint & Sundries,PCK,33,15.20
"PIP-HDPE-32MM-1""",PN 12.5 X 100M HDPE Pipe,Plumbing,MTR,49,6.50
RAI-BOO-KRK-B38M9000,Korakoh Rain Shoes Blk - 5/38,Curtains & Blinds,PAIR,7,18.50
SHH-REEL-HK3000,Fishing Reel (12BB),Fishing & Tackle,PCS,2,64.50
SWI-SOC-ELE-E08213B,Elegance 13A 2 GANG Flat Pin Swi Soc Neon-blk (E08213B),Electrical,PCS,11,43.60
SWI-SOC-ULT-M012MG,Ultra 16A 1 GANG 2 Way-matte Grey (M012MG),Electrical,PCS,21,14.40
TAP-CAB-CB1509ASS,S/steel Pillar Mounted Kitchen Tap CB1509ASS,Plumbing,PCS,5,75.00
TAP-PIL-OTO-966-8,966-8 OTOSANI'304 S/s H/duty Hot&cold Pillar Tap,Plumbing,PCS,3,148.00
TOO-COM-IRO-BUL-10MM,10MM Iron Bull Spanner,Hand Tools,PCS,38,4.60
"TOO-CUT-BOL-GT12""",Glotool Bolt Clipper 12,Fasteners & Fixings,PCS,1,37.50
TOO-DRV-STA-5X100MM-9960651870,"Cushion Grip S/dr Std - (3/16""X4"")",Power Tools,PCS,4,9.20
TOO-DRV-STA-SET-8PCS,8PCS Cushion Grip S/dr Sets,Power Tools,SET,1,75.90
TOO-RUL-IRN-BLACK,Iron Square (black) 24,Home Appliances,PCS,11,10.50
WEL-MAC-FIG-TIG-200,Fighter Inverter TIG Machine 200A,Welding,UNIT,1,1395.00
X-BBQ-SMO-LIBERTY,Liberty Fire Chef Smokeless Charcoal Bbq,Outdoor & Garden,UNIT,1,599.00
ABR-PAP-621-534,G240 Ewd Hand Sanding Sheet,Abrasives & Cutting,PCS,47,2.00
ABR-PAP-621-535,G320 Ewd Hand Sanding Sheet,Abrasives & Cutting,SHT,47,2.00
AER-6ME8,Aerico 6ME8,Other,PCS,11,9.20
BNW-B&N-RBN-120,Sr G. I Boit & Nut 3/16 X 2 (7PCS/PCK),Fasteners & Fixings,PCK,26,2.60
CLIP-TIL-PVC-1.5MM,1.5MM PVC Tile Leveling Clip (100PCS+-/PCK),Flooring,PACK,2,7.90
CLIP-TIL-PVC-2.0MM,2.0MM PVC Tile Leveling Clip (100PCS+-/PCK),Flooring,PACK,2,7.90
CUT-BLA-STA-9MM-9920113001,9MM (10PKT/BOX)SNAP-OFF Knife Blade,Abrasives & Cutting,PKT,6,14.50
CUT-ELE-EDM-4080,4 X 80 Gold Elephant Mop Disc,Housewares,PCS,20,3.90
"ELE-CAS-1""X2""",M. Trunking 1 X 2 G24 0.4MM Normal Orange Lanric,Electrical,LGTH,10,26.90
ELE-LED-SOL-YB-L10507-24W,Marviss 24W Outdoor Sensor Solar Light (L10507),Electrical,SET,4,89.00
HHD-VAL-FLO-BRA-CIT-18MM,City Moh Brass Float VALVE-3/4,Fishing & Tackle,PCS,4,26.50
HOS-SPA-NOZ-NZ-22,Tap Nozzle - Zinc Alloy,Building Materials,PCS,14,6.90
KGR-KIM-1L-9214,1 Litre KIMTONE-9214,Paint & Sundries,TIN,1,37.50
SHO-BLACKRINO-05387,Br 8012 1.5M Blackrino H/duty Shower Hose,Bathroom,PCS,4,31.90
SPR-REM-BSA88,Bossman Multipurpose Spray Adhesive 600ML,Chemicals & Adhesives,BTL,1,32.90
SWI-ADA-3WAY-MK-692,Mk 692 3WAY Adaptor,Electrical,PCS,13,19.80
SWI-ADA-MS-PT06,"Morries Travel Adaptor For Japan, Taiwan, Usa, Thai, Phi&viet",Electrical,PCS,36,8.30
SWI-SOC-ULT-M0813W,Ultra 13A Flat Pin Swi Soc Neon-wt (M0813W),Electrical,PCS,41,7.50
TIM-BUI-NNE-TS-181,NNE Time Switch,Electrical,PCS,4,79.50
TOO-COM-IRO-BUL-38MM,38MM Iron Bull Spanner,Hand Tools,PCS,3,78.80
TOO-RUL-TRI-A11007,Arrow 7 Triangle Ruler,Power Tools,PCS,31,12.90
TOO-VIC-W2486,Heavy Hinged Pipe Vise 6,Plumbing,PCS,1,419.00
X-FOL-TYP-PRU-SAW-BS-553242,Bosi (BS-553242) Folding Type Pruning Saw 7,Power Tools,PCS,1,41.90
BNW-B&N-RBN-112-BOX,Sr G. I Boit & Nut 3/16 X 1 1/4 (box),Fasteners & Fixings,BOX,2,20.50
BNW-B&N-RBN-225-BOX,Sr G. I Boit & Nut 1/4 X 2 1/2 (box),Fasteners & Fixings,BOX,1,39.90
"BRA-STEEL-L-1.5""X1.5""","Steel L Bracket 1.5""X1.5 (BC185K)",Plumbing,PCS,464,0.90
BRO-SBSJ001,Broom - SBSJ001,Housewares,PCS,9,9.50
DOR-HIN-A177,"A177 S/s Fulsh Hinges 4""X2.5MM",Doors & Hardware,SET,3,10.50
DOR-LAT-B3SS,Leon S/steel Door LATCH-3,Doors & Hardware,DOZ,1,43.90
ELE-D/L-HSP-301-18W-6500K,Hms Downlite Hsp 301-18W 6500K,Electrical,PCS,20,16.50
"FAS-RIV-PAT-1/8""X1/2""-PCK",Blind Rivet: Jaguar 1/8 X 1/2 (20PCS/PCK),Fasteners & Fixings,PCK,52,1.40
"FAS-RIV-PAT-1/8""X1/4""-BOX",Blind Rivet: Jaguar 1/8 X 1/4 (1000PCS/BOX),Fasteners & Fixings,BOX,2,24.90
FAS-SCR-TECH-METAL-45MM-PCK,Techscrew-metal Screw X 45MM (50PCS/PCK),Fasteners & Fixings,PCK,8,7.80
GUN-GRE-PRE,Grease Gun Flexible Hose (c),Automotive,SET,3,34.90
IND-DUS-SCH-240L,Schaefer Waste Container (green) 240L,Plumbing,UNIT,2,318.00
JAC-BOT-CNN-B03TON,China Bottle Jack - 3TON (l/w),Automotive,PCS,2,58.50
NAIL-TUFTING-TN-8316-BOX,Round Plate Tufting Nail (200PCS/BOX),Fasteners & Fixings,BOX,5,66.50
PAI-SPR-PMT-013,Paint Master Spray Paint - No. 13 Fresh Green (CAN),Paint & Sundries,CAN,6,6.50
