source_position,item_code,uom,display_name,state,tiers_tried,last_red
630,NIP-QLA-5L-T,CAN,5L Nippon Q-lac Tint Base,open,,
445,STA-BLO-STPT600,UNIT,Stanley Blower,open,,
631,NIP-VIN-EAS-5L-D,CAN,5L Nippon Vinilex Easywash Deep Base,open,,
317,COC-BAS-SRTWT7445-BLK,PCS,Sorento Basin Cold Tap - SRTWT7445-BLK,open,,
969,TAP-SAN-SFC-6003950-BK,PCS,S600 Flexible Hose Kitchen Pillar Sink Tap (black),open,,
336,COC-BAS-SRTWT2207,PCS,Sorento Basin Cold Tap - SRTWT2207,open,,
912,NIP-TIM-FIN-5L-C,CAN,5L Nippon Timber Finish Clear Base,open,,
968,TAP-SAN-SFC-6003950,PCS,S600 Flexible Hose Kitchen Pillar Sink Tap,open,,
712,JAC-FLO-GLO-2TON,SET,Glotool China Floor Jack - 2TON,open,,
352,SHO-SOR-SRTSS3013,PCS,Sorento Hand Shower - SRTSS3013,open,,
360,BAS-SAN-WB-288,PCS,Saniware Wall Hung Basin-above Counter Mounting (410X360X160MM),open,,
362,BID-SOR-SRT201-BL,PCS,Sorento Bidet Spray 1.2M Flex Hose Blk,open,,
373,BID-SOR-SRT86-GY,PCS,Sorento Brass Hand Bidet - SRT86-GY,open,,
370,TOW-SOR-SRT349-HP,PCS,Sorento 75CM S/steel Towel BAR Satin,open,,
784,TAR-SHT-GT2-12X24,SHT,Glotool PE Tarp Sheet - 12 X 24 (GT02),open,,
380,BID-SOR-SRT86-CR,PCS,Sorento Brass Hand Bidet - SRT86-CR,open,,
483,TOO-COM-SET-GT824,SET,Glotool Combination Wrench Set 14 X 8-24MM,open,,
382,TAP-SAN-SWS-304-3974,PCS,Saniware Sliver Flexible Hose Kitchen Pillar Sink Tap,open,,
801,BOS-2608-585-595,PCS,Hss-g Metal Bit 16MM,open,,
800,TAR-SHT-GT2-13X20,SHT,Glotool PE Tarp Sheet - 13 X 20 (GT02),open,,
383,TOI-TIS-SOR-SRT314-BL,PCS,Sorento S/s Paper Holder SRT314-BL,open,,
397,TOI-TIS-SRT367-GM,PCS,Sorento S/steel Paper Holder-gunmetal,open,,
403,TOI-TIS-SOR-SRT366-BL,PCS,Sorento S/s Paper Holder SRT366-BL,open,,
600,BOS-2608-615-097,PCS,110 X Turbo Rim Granite,open,,
890,TOO-HAM-SLE-GT08LB,PCS,Glotool Sledge Hammer 8LB,open,,
633,"NIE-ADA-IMP-3/4""X1""",PCS,Nietz Impact Adaptor 50166768,open,,
619,BOS-2608-642-952,PCS,Carbide Multi Wheel (110X 20/16MM),open,,
581,BOS-GLA-3008,UNIT,Dimming Glasses,open,,
885,NIP-WTRB-1L-D,CAN,1L Nippon Weatherbond Quartz Deep Base,open,,
429,BID-SOR-SRT73-CR-DIY,PCS,Sorento Hand Bidet 1.2M Flex Hose-chorome,open,,
438,TOI-TIS-SOR-SRT360-HP,PCS,Sorento S/s Paper Holder SRT360-HP,open,,
941,NIP-SAT-GLO-1L-T,CAN,1L Nippon Satin Glo Tint Base,open,,
921,TAR-SHT-GT2-12X15,SHT,Glotool PE Tarp Sheet - 12 X 15 (GT02),open,,
459,GRA-SOR-SRT384-6,PCS,Sorento Floor Grating 6,open,,
904,NIP-SEA-5170-1L,CAN,1L Nippon Acrylic 5170 Wall Sealer,open,,
911,NIP-TIM-1L-A0.86L0.8,CAN,1L Nippon Timbershade Accent Base,open,,
940,NIP-QLA-1L-T,CAN,1L Nippon Q-lac Tint Base,open,,
696,SWI-T/SOC-70/076-5M2G,PCS,Taicon 2G 70/076 Nut Box,open,,
660,"NIE-SOC-IMP-3/4""-38MM",PCS,Nietz Dr Impact Socket (6PT) 50160038 38MM,open,,
942,NIP-TIM-1L-D,CAN,1L Nippon Timbershade Deep Base,open,,
677,"NIE-SOC-IMP-3/4""-36MM",PCS,Nietz Dr Impact Socket (6PT) 50160036 36MM,open,,
661,NIE-SOC-IMP-DEE-1/2-28MM,PCS,Nietz Deep Impact Socket (6PT) 50142028 28MM,open,,
478,KHI-MOS-KIL-IK6206,SET,Khind Mosquito Killer (blue),open,,
975,BOS-2608-585-901,PCS,Hss-g Cobal Bit 11.0MM,open,,
302,SPR-BID-SWSB-ABS-261,PCS,Saniware ABS Spray Bidet Set Holder & 1.2M Flexible Hose,open,,
525,GRA-SAN-SWFG-SS304-6610,PCS,Saniware Floor Grating (150X150MM) SWFG-SS304-6610 SUS304,open,,
685,"NIE-SOC-IMP-3/4""-32MM",PCS,Nietz Dr Impact Socket (6PT) 50160032 32MM,open,,
979,TOR-ENE-LED-2D,PCK,Eveready 2D Brilliant (GPHH25),open,,
738,"NIE-SOC-IMP-3/4""-22MM",PCS,Nietz Dr Impact Socket (6PT) 50160022 22MM,open,,
743,"NIE-SOC-IMP-3/4""-19MM",PCS,Nietz Dr Impact Socket (6PT) 50160019 19MM,open,,
744,"NIE-SOC-IMP-3/4""-21MM",PCS,Nietz Dr Impact Socket (6PT) 50160021 21MM,open,,
866,TOO-NIE-BIT-SCKT-1/2IN-T27,PCS,Nietz Drive Long Str Bit 50244127 T27,open,,
931,BOS-1607-000-CZ1,SET,Carbon Brush For Gsr,open,,
939,"NIE-SOC-IMP-1/2""-17MM",PCS,Nietz Dr Impact Socket (6PT) 50140017 17MM,open,,
938,"NIE-SOC-IMP-1/2""-13MM",PCS,Nietz Dr Impact Socket (6PT) 50140013 13MM,open,,
530,NIP-QGL-15L-D,DRUM,15L Nippon Q-glo Deep Base,open,,
592,NIP-9000-GF-5L-T,CAN,5L Nippon 9000 Gf Tint Base,open,,
976,NIP-VIN-EAS-1L-D,CAN,1L Nippon Vinilex Easywash Deep Base,open,,
659,SIN-SKS-230-8545-S600,PCS,Handmade Nano Black Double Bowl K/sink,open,,
735,BOS-0600-8A7-BL0,UNIT,Aquatak 130 High P/cleaner,open,,
767,BOS-0611-253-76C,UNIT,Gbh 2-26 Dre Rotary Hammer Set,open,,
694,SIN-SKS-230-8545-S600-SIL,PCS,Handmade Nano Silver Double Bowl K/sink,open,,
857,BOS-0601-B37-3L0,UNIT,Gco 220 Cut Off Saw,open,,
537,BOS-0601-9F8-1L0,SET,Gsr Batt. Screwdriver 180-LI,open,,
719,STA-BRE-STHM5KHV,UNIT,Stanley Breaker 5KG (b/packed STA54501),open,,
873,BOS-0601-6B7-0L1,UNIT,Gof 130 Router,open,,
319,TAP-SIN0-SRTKT71SS-BL,PCS,Sorento Pil Mou Kitchen Mixer Tap W Pull Out Shower (blk),open,,
385,X-STA-DRI-SCI12S2,UNIT,Stanley 10.8V 1.5 AH Impact Driver,open,,
927,NIP-VIN-EAS-20L-P,DRUM,18L Nippon Vinilex Easywash Paster Base,open,,
376,BOS-0601-396-1L0,UNIT,Gws Small A/grinder,open,,
506,STA-SHE-SAN-310W-SSS310,UNIT,Stanley 1/2 Sheet Sander 310W,open,,
329,TAP-SIN-SRTKT71SS,PCS,Sorento Brass Chrome Pillar Mou Kitchen Mixer W Pull Out Shower,open,,
737,"FAN-CEI-KDK-K14PH-PBR-56""",PCS,Kdk DC Motor Ceiling FAN-56 (brown),open,,
759,COC-SOR-SRTWT9706,PCS,Sorento Pillar Mou. Kitchen Mixer Tap,open,,
783,TAP-SIN-SRTKT1867SS-BL,PCS,Sorento Pillar Mounted Kitchen Tap (double),open,,
398,BOS-0601-388-5L0,UNIT,Gws Angle Grinder 7-100ET,open,,
753,"FAN-CEI-KDK-K14RH-EY-56""",PCS,Kdk DC Motor Ceiling FAN-56 (grey),open,,
793,TAP-SOR-SRTKT1871SS,PCS,Sorento Pil Mou Kitc Tap Diameter Spout (double),open,,
303,BAS-SOR-SRTWT7203,PCS,Sorento High Basin Cold Tap SRTWT7203,open,,
451,BOS-86-AA106,UNIT,High Pressure Cleaner 100 BAR,open,,
308,BAS-SOR-SRTWB1409,PCS,Sorento Wash Basin SRTWB1409 L415XW415XH135MM,open,,
311,BAS-SOR-SRTWB1086,PCS,Sorento Table Top Basin,open,,
313,TOW-SOR-SRT764-24-RG,PCS,Sorento Moveable Towel Shelf 600MM (rg+mb),open,,
489,STA-JIG-SJ60,UNIT,Stanley Jigsaw 600W - SJ60,open,,
852,TAP-SIN-SRTKT67SS-BL,PCS,Sorento Pillar Mounted Kitchen Cold Tap-matt Blk,open,,
497,STA-JIG-SJ45,UNIT,Stanley Jigsaw 450W - SJ45,open,,
914,TAP-SAN-SWP-SS-304-3939-MB,PCS,Saniware Premier Dou S/tap,open,,
322,BID-SOR-SRT79-SS,PCS,Sorento Brass Two Way Tap Bidet,open,,
324,SHO-SOR-SRTSS8770-BL,PCS,Sorento Sliding BAR W Hand SHOWER&1.5M Flex. Hose Blk,open,,
330,MIX-SWP-B-2523,PCS,Saniware Premier Exposed Bath Shower With Tap-mixer,open,,
741,FAN-WAL-PSN-F-MU408-WT,PCS,Panasonic 16 Wall Fan,open,,
643,NIP-ODO-SFT-MATT-5L-A,CAN,5L Nippon Odourlite Soft Matt - A,open,,
508,BOS-86-BG6,UT,6 Bench Grinder 375W,open,,
333,BAS-SOR-SRTWT7202-GM,PCS,Sorento Basin Cod Tap-gm,open,,
332,BAS-SOR-SRTWT6801,PCS,Sorento Basin Cold Tap-chr,open,,
545,STA-ROT-DRI-STDR5510,UNIT,Stanley Rotary Drill 550W,open,,
517,TAP-SAN-SWP-SS-MX-3302,PCS,Saniware Premier Flexible Hose Kitchen Pillar S/tap,open,,
688,TOW-SAN-SWP-BF-3711,PCS,Saniware Premier Towel Rack (120X240X800MM),open,,
988,COC-SIN-SRTKT1831SS,PCS,Sorento Brass S/s 304 Wall Kitchen Tap,open,,
340,BID-SOR-SRTWT5879-RG,PCS,Sorento Brass Hand Bidet - SRTWT5879-RG,open,,
532,STA-COR-FAN-SCF001,UNIT,Stanley Cordless Fan,open,,
778,FAN-PSN-FV-30AUM8,PCS,Panasonic 12 Wall Mounted V Fan,open,,
992,COC-SIN-SRTWT5848-RG,PCS,Sorento Pillar Mounted Kitchen Tap - SRTWT5848(RG),open,,
337,SHO-SOR-SRTSS8740,PCS,Sorento Sliding BAR W 5 Functions Shower Set,open,,
341,BAS-SOR-SRTWT7202,PCS,Sorento Basin Cold Tap SRTWT7202,open,,
342,COC-BAS-SRTWT5841-RG,PCS,Sorento Basin Cold Tap - SRTWT5841-RG,open,,
344,TAP-SAN-SWP-B-2520,PCS,Saniware Premier Basin Pillar Tap Cold,open,,
349,TOW-SOR-SRT9541-BL,PCS,Sorento Double Towel BAR S/s,open,,
348,TOW-SOR-SRT446-RG,PCS,Sorento 60CM SS Towel Shelf Rg+mb,open,,
353,SHO-SOR-SRTSH2628-GMB,PCS,"Sorento Rain Shower Head: Gun (10"")",open,,
840,RIC-COO-PSN-SR-Y18GWSKN,PCS,Panasonic 1.8L Rice Cooker (light Blue),open,,
359,TOW-SOR-SRT9540-BL,PCS,Sorento Single Towel BAR S/s,open,,
861,FAN-CEI-PSN-FV-25TGU3-WT,PCS,Panasonic 10 Ventilating Fan Ceiling Mount,open,,
777,TOW-SAN-SWP-BF-3712,PCS,Saniware Premier Towel Rack (640X240X120MM),open,,
365,BID-SOR-SRT95SS-GM,PCS,Sorento Hand Bidet PVC Flex Hose Gunmetal,open,,
366,TAP-SAN-SWP-B-3203-GM,PCS,Saniware Premier Basin Pillar Cold Tap (gun Metal),open,,
725,BOS-0601-3A3-1L0,UNIT,Gws 700 Angle Grinder,open,,
367,TOW-SOR-SRT2408-GM,PCS,Sorento Single Towel BAR S/s (LENGTH:800MM),open,,
369,TOW-SOR-SRT345-HP,PCS,Sorento 60CM S/s Towel Shelf,open,,
776,SHE-SOR-SRT7907-RG,PCS,Sorento S/s Glass Shelf Blk+rg,open,,
780,NIP-FLO-DRE-5L,CAN,5L Nippon Floor Dressing (gloss),open,,
368,SHO-SRT-SRTSS5660-GM,PCS,Sorento ABS Hand Shower 3FUNCTIONS SRTSS5660-GM,open,,
404,X-SHO-SOR-SRTSS3180,PCS,Sorento Hand Shower - SRTSS3180,open,,
560,X-BLE-KHI-BL6809G,SET,Juice Extractor (mint),open,,
579,STA-DRI-BG6109B,PCS,BG6109B Drill Stand,open,,
755,"NIE-HAN-L-3/4""",PCS,Nietz Dr L Hdl (CRV)50068718 18IN,open,,
357,MIX-KHI-SM220,SET,Khind Stand Mixer (white),open,,
374,SHO-SOR-SRTSS5660,PCS,Sorento ABS Hand Shower 3FUNCTIONS SRTSS5660,open,,
377,SHO-SOR-SRTSH22914-GM,PCS,Sorento Rain Shower Head,open,,
384,TOW-SAN-SWP-BF-3714,PCS,Saniware Premier Double Tower BAR (630X148X48MM),open,,
493,TOO-COM-SET-GT832,SET,Glotool Combination Wrench Set 14 X 8-32MM,open,,
381,TAP-SAN-SWP-SS-304-3937-SS,PCS,Saniware Premier Kitchen Pillar Sink Tap-ss,open,,
375,BID-SOR-SRT93-SS,PCS,Sorento Hand Bidet 1.2M Flex Hose,open,,
842,TAR-SHT-GT2-15X25,SHT,Glotool PE Tarp Sheet - 15 X 25 (GT02),open,,
416,GRA-SAN-SWFG-SS304-6605-GM,PCS,Saniware Floor Grating (150X150MM)-GUN Metal,open,,
386,BLE-KHI-BL1220,SET,Khind Blender 1.2L (1J1M) (winter Grey),open,,
415,GRA-SAN-SWFG-SS304-6605-G,PCS,Saniware Floor Grating (150X150MM)-GOLD SWFG-SS304-6605-G SUS304,open,,
591,NIE-HAN-T-3/4,PCS,Nietz Dr Sliding T-handle (CR-MO)50067422 20IN,open,,
389,X-PSN-NI-25A1-BK1,PCS,Panasonic Non-stick 1.6KG Candy Blue Iron,open,,
620,SHO-SOR-SRTSS5726-BL,PCS,Sorento Hand Shwr Flex Hose&holder-matt Blk,open,,
421,TOW-SAN-SWP-BF-3709,PCS,Saniware Premier Single Towel BAR (48X88X800MM),open,,
865,SHE-SOR-SRT2500,UNIT,Sorento Glass Shelf,open,,
602,"NIE-SOC-IMP-3/4""-54MM",PCS,Nietz Dr Impact Socket (6PT) 50160054 54MM,open,,
420,SHO-SOR-SRTSS5726,PCS,Sorento ABS Hand Shower 3FUNCTIONS SRTSS5726,open,,
458,GRA-SAN-SWFG-SS304-6605,PCS,Saniware Floor Grating (150X150MM) SWFG-SS-304-6605 SUS304,open,,
854,BAS-SOR-SRT7016-GM,PCS,Sorento Basket (350X100X80MM)-GM,open,,
419,SHO-SOR-SRTSH2623-GRY,PCS,Sorento 225MM ABS Rain Shower Head Gry,open,,
448,TOW-SAN-SWP-BF-3713,PCS,Saniware Double Towel BAR (630X148X48MM),open,,
853,BAS-SOR-SRT7014-GM,PCS,Sorento Corner Basket (250X250X80MM)-GM,open,,
434,SHO-SOR-SRTSS3150,PCS,Sorento 3 Functions Hand Shower,open,,
444,SHO-SOR-SRTSH22612,PCS,Sorento 204MM ABS Chrome Surface Rainshower Head,open,,
648,BOS-2608-642-985,PCS,Circular Sawblade 7 1/4 X 60T Wood,open,,
470,SHO-SAN-SWP-HS-504,PCS,Saniware Premier Hand Shower With Holder And Flexible Hose,open,,
637,TOO-BOX-STE-TB504,PCS,Glotool Steel Tool Boxes - TB504,open,,
892,BAS-SOR-SRT7015-BL,PCS,Sorento Basket (350X100X80MM)-BL,open,,
474,TOW-SAN-SWP-BF-3708,PCS,Saniware Robe Hook,open,,
482,SHO-SAN-SWP-SH-801,PCS,Saniware Premier 8 Shower Head,open,,
891,BAS-SOR-SRT7013-BL,PCS,Sorento Corner Basket (250X250X80MM)-BLK,open,,
629,NIE-SOC-IMP-DEE-3/4-36MM,PCS,Nietz Deep Impact Socket (6P) 36MM 50162036,open,,
929,TOO-HAM-SLE-GT10LB,PCS,Glotool Sledge Hammer 10LB,open,,
487,SHO-SAN-SWP-SH-804,PCS,Saniware Premier 9 ABS Rain Shower (black),open,,
486,SHO-SAN-SWP-SA-400B,PCS,Saniware Premier Shower Arm-black SWP-SA-400B,open,,
628,"NIE-ADA-IMP-1""X3/4""",PCS,Nietz Impact Adaptor 50176786,open,,
473,TAP-SAN-SWS-304-3973,PCS,Saniware Sliver Flexible Hose Kitchen Wall Sink Tap,open,,
641,"NIE-SOC-IMP-3/4""-48MM",PCS,Nietz Dr Impact Socket (6PT) 50160048 48MM,open,,
656,"NIE-SOC-IMP-1""-38MM",PCS,Nietz 1 IN Dr Impact Socket (6PT) 50170038 38MM,open,,
453,JOV-WAT-CAR-JP200C,SET,Joven Water Purifier Cartridge,open,,
650,"NIE-SOC-IMP-1""-36MM",PCS,Nietz 1 IN Dr Impact Socket (6PT) 50170036 36MM,open,,
658,NIE-SOC-IMP-DEE-3/4-32MM,PCS,Nietz Deep Impact Socket (6T) 32MM 50162032,open,,
657,"NIE-SOC-IMP-3/4""-46MM",PCS,Nietz Dr Impact Socket (6PT) 50160046 46MM,open,,
507,TOW-SAN-SWP-BF-3704,PCS,Saniware Towel Ring (160X78X185MM),open,,
687,TOO-BOX-STE-TB503,PCS,Glotool Steel Tool Boxes - TB503,open,,
983,TAR-SHT-GT2-12X18,SHT,Glotool PE Tarp Sheet - 12 X 18 (GT02),open,,
708,TOO-BOX-STE-TB502,PCS,Glotool Steel Tool Boxes - TB502,open,,
689,BOS-1617-014-144,SET,Carbon Brush Gsh 5CE / Gsh 9VC / Gbh,open,,
686,NIE-SOC-IMP-DEE-3/4-29MM,PCS,Nietz Deep Impact Socket (6T) 29MM 50162029,open,,
702,"NIE-SOC-IMP-3/4""-41MM",PCS,Nietz Dr Impact Socket (6PT) 50160041 41MM,open,,
704,NIE-SOC-IMP-DEE-3/4-24MM,PCS,Nietz Deep Impact Socket (6PT) 24MM 50162024,open,,
701,"NIE-SOC-IMP-1""-30MM",PCS,Nietz 1 IN Dr Impact Socket (6PT) 50170030 30MM,open,,
699,"NIE-ADA-IMP-3/4""X1/2""",EA,Nietz Impact Adaptor 50166764,open,,
703,NIE-SOC-IMP-DEE-3/4-22MM,PCS,Nietz Deep Impact Socket (6T) 22MM 50162022,open,,
726,NIE-SOC-IMP-DEE-3/4-21MM,PCS,Nietz Deep Impact Socket (6T) 21MM 50162021,open,,
512,KHI-HDR-HD511-BLU,SET,Hair Dryer 1000W (white),open,,
745,NIE-SOC-IMP-DEE-1/2-32MM,PCS,Nietz Deep Impact Socket (6PT) 50142032 32MM,open,,
762,"NIE-SOC-IMP-3/4""-35MM",PCS,Nietz Dr Impact Socket (6PT) 50160035 35MM,open,,
817,HOO-SAN-SWP-BF-3706,PCS,Saniware Robe Hook (48X53X48MM),open,,
756,NIE-SOC-IMP-DEE-1/2-30MM,PCS,Nietz Deep Impact Socket (6PT) 50142030 30MM,open,,
570,GRA-SAN-SWFG-SS304-6606,PCS,Saniware Floor Grating (150X150),open,,
569,GRA-SAN-SWFG-SS304-6604,PCS,Saniware Floor Grating Washing Machine Outlet,open,,
595,SHO-SAN-SWP-SA-150B,PCS,Saniware Premier Shower Arm-black SWP-SA-150B,open,,
788,"NIE-SOC-IMP-3/4""-34MM",PCS,Nietz Dr Impact Socket (6PT) 50160034 34MM,open,,
787,"NIE-SOC-IMP-3/4""-33MM",PCS,Nietz Dr Impact Socket (6PT) 50160033 33MM,open,,
785,"NIE-ADA-IMP-1/2""X3/4""",PCS,Nietz Impact Adaptor 50146746,open,,
828,"NIE-SOC-IMP-1/2""-32MM",PCS,Nietz Dr Impact Socket (6PT) 50140032 32MM,open,,
786,"NIE-SOC-IMP-1/2""-30MM",PCS,Nietz Dr Impact Socket (6PT) 50140030 30MM,open,,
838,"NIE-SOC-IMP-3/4""-26MM",PCS,Nietz Dr Impact Socket (6PT) 50160026 26MM,open,,
849,"NIE-SOC-IMP-3/4""-29MM",PCS,Nietz Dr Impact Socket (6PT) 50160029 29MM,open,,
837,"NIE-SOC-IMP-3/4""-23MM",PCS,Nietz Dr Impact Socket (6PT) 50160023 23MM,open,,
903,GRA-CUT-BRU-1004526-16,PAIR,Brush Pair Type 1004526-16 Stanley,open,,
877,"NIE-SOC-IMP-1/2""-28MM",PCS,Nietz Dr Impact Socket (6PT) 50140028 28MM,open,,
669,SHO-SAN-SWP-SA-150,PCS,Saniware Premier Shower Arm,open,,
930,TOO-NIE-BIT-SCKT-1/2IN-T50,PCS,Nietz Drive Long Str Bit 50244150 T50,open,,
920,"NIE-SOC-IMP-1/2""-26MM",PCS,Nietz Dr Impact Socket (6PT) 50140026 26MM,open,,
978,TOO-NIE-BIT-SCKT-1/2IN-T30,PCS,Nietz Drive Long Str Bit 50244130 T30,open,,
977,TOO-NIE-BIT-SCKT-1/2IN-T25,PCS,Nietz Drive Long Str Bit 50244125 T25,open,,
990,"NIE-SOC-IMP-1/2""-22MM",PCS,Nietz Dr Impact Socket (6PT) 50140022 22MM,open,,
997,"NIE-SOC-IMP-1/2""-19MM",PCS,Nietz Dr Impact Socket (6PT) 50140019 19MM,open,,
803,ELE-D/L-MEG-YTG45Z1-5W-3000K,PCS,Megaman G45 E27 LED Bulb YTG45Z1/5W 5W/3000K,open,,
527,NIP-WTRB-18L-D,DRUM,18L Nippon Weatherbond Quartz Deep Base,open,,
594,NIP-VIN-EAS-15L-T,DRUM,15L Nippon Vinilex Easywash Tint Base,open,,
603,NIP-ODO-5L,TIN,5L Nippon Odourlite Soft Matt - A (5L),open,,
614,NIP-SAT-GLO-15L-A,DRUM,15L Nippon Satin Glo Accent Base,open,,
698,NIP-ROOF-20L-A,UNIT,20L Nippon Roof Coating Accent Base,open,,
673,X-RUB-TAE11-M321,UNIT,Rubine Rch-thora-ss Cooker Hood,open,,
728,BOS-0600-8A7-7L0,UNIT,Aquatak 150 High P/ Cleaner,open,,
766,BOS-0601-B19-1L0,UNIT,Gcm 8 Sjl Mitre Saw,open,,
959,DC-DJC23,SET,Magnetic Drill (1500W),open,,
811,BOS-0601-9H9-0L1,UNIT,Gws 180 Batt. Angle Grinder (set),open,,
831,BOS-0600-8A7-DL0,UNIT,Aquatak 140 High P/cleaner,open,,
812,BOS-0611-337-0L0,UNIT,Gsh 5 Demolition Hammer,open,,
993,DC-ZC02-28-H2K,SET,Cordless Brushless Rotary Hammer 20V (6.0AH X2/4A),open,,
832,BOS-0601-B45-0L0,SET,Gts 254 Table Saw,open,,
518,WEL-MAC-STW-250G,UNIT,Nietz Welding Machine Acc,open,,
906,BOS-0611-254-76C,UNIT,Gbh 2-26 Dfr Rotary Hammer,open,,
372,BOS-0601-9G6-1L0,UNIT,Gds Batt. Impact Wrench 250-LI,open,,
944,BOS-0601-B33-0L0,UNIT,Gcm 216 Compound Mitre Saw,open,,
561,BOS-0601-9F6-0L0,UNIT,Gsr Batt. Screwdriver 12V-15FC,open,,
971,BOS-RB650S,UNIT,Robin Mist Blower,open,,
388,STA-SAW-SM16,UNIT,Stanley Compound Miter Saw 1650W - SM16,open,,
390,BOS-0601-9G5-2L0,UNIT,Gdx Batt. Impact Driver,open,,
402,STA-IMP-WRE-SBW910M1K,UNIT,Stanley Fatmax 20V Max V20 Brushless Impact Wrench,open,,
391,BOS-AQSD75F,UNIT,Adelino Submersible Sewage Pump 0.75KW,open,,
770,ALP-WAT-HEA-IM-9EP-SIL,UNIT,Alpha Instant Water Plus Rainshower-sil HEATER-IM-9EP,open,,
316,TOI-TRP-WC-8840-P,SET,Sorento Close Couple Wash,open,,
422,BOS-0601-063-N81,UNIT,Gll Kit Laser Level,open,,
426,BOS-SM20CX-170F,UNIT,Sumo Gasoline Water Pump 2,open,,
430,BOS-0601-8C0-0L0,UNIT,Gws Angle Grinder 2200-180H,open,,
307,BATH-SRTBF11707-BLK,PCS,Sorento 6IN1 S/s 304 Cabinet -SRTBF11707,open,,
309,BAS-SOR-SRTWB3403,PCS,Sorento Art Basin SRTWB3403,open,,
