source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model
7676,VAL-RUB-WHI-1 1/2MM,PCS,1 1/2 IN Inlet Rubber Valve,Plumbing,6,4.20,3,,,search,,,,,,,no
7388,CLI-HOS-52X55,PCS,Rb Super Hose Clamp 52 X 55,Hand Tools,6,4.00,3,,,search,,,,,,,no
5074,IND-WIR-MES-2X1X3'X15GX100',FTS,Wire Mesh 2 X 1 X 3 X 15G,Electrical,6,3.40,3,,,search,,,,,,,no
7708,"GUN-GRE-NIP-90 1/4""",PCS,S. K Unf 90 Degree Grease Nipple 1/4,Fasteners & Fixings,6,3.00,3,,,search,,,,,,,no
4263,IND-NET-FIB-5'X25M-FTS,FTS,Fiberglass Netting 5,"Rope, Chain & Netting",6,2.90,3,,,search,,,,,,,no
7583,PIC-HAN-49025(658356),PACK,B. Rino Photo Hanger (658356),Housewares,6,2.90,3,,,search,,,,,,,no
5545,"DOR-PUL-ALU-6""",PCK,6 Door Pull,Doors & Hardware,6,2.80,3,,,search,,,,,,,no
6101,"IND-IRON-BUSH-3/8""",PCS,Coller Iron Bush 3/8,Home Appliances,6,2.70,3,,,search,,,,,,,no
7699,"FIT-HDPE-ADA-MAL-32MMX1""",PCS,HDPE Adaptor Male 32MM X 1,Plumbing,6,2.70,3,,,search,,,,,,,no
6585,RIG-CLI-GAL-20MM,PCS,Galvanised Wire Rope Clip 20MM,Lifting & Rigging,6,2.60,3,,,search,,,,,,,no
5718,"DOR-PUL-ALU-5""",PCS,5 Door Pull,Doors & Hardware,6,2.30,3,,,search,,,,,,,no
6207,ROD-CUR,MTR,Curtain Rod 65 Fts,Curtains & Blinds,6,1.90,3,,,search,,,,,,,no
7376,FIT-GAL-PLUG-18MM,PCS,Galvanised Plug (291) 18MM,Electrical,6,1.90,3,,,search,,,,,,,no
6139,"DOR-PUL-ALU-4""",PCK,4 Door Pull,Doors & Hardware,6,1.60,3,,,search,,,,,,,no
3820,PAI-BRU-633-038MM,PCS,Paint Brush 633 X 38MM,Paint & Sundries,6,1.40,3,,,search,,,,,,,no
6420,FAS-BOL-EXP-0650,PCS,Sh Expansion Bolt M6 X 50,Fasteners & Fixings,6,1.40,3,,,search,,,,,,,no
7688,OIL-FUN-7005,PCS,5 Funnel,Housewares,6,1.30,3,,,search,,,,,,,no
2537,TOPLUS-HIG-GLO-5L-C,CAN,5L Toplus High Gloss C Base,Paint & Sundries,6,0.00,3,,,search,,,,,,,no
7285,MIX-HANDLE,PCS,Handle,Doors & Hardware,6,0.00,3,,,search,,,,,,,no
3878,WEL-MAC-KEN-MMA160A,UNIT,Kende Inverter Welding Machine 160A,Welding,5,349.00,3,,,search,,,,,,,no
3018,PUM-TSU-HPC6091,UNIT,Tsunami Hpc 6091 High Pressure Pump Cleaner,Chemicals & Adhesives,5,298.00,3,,,search,,,,,,,no
4071,X-BOS-0601-9F4-0L0,UNIT,Gsr 1000 Batt. Screwdriver,Hand Tools,5,295.00,3,,,search,,,,,,,no
3131,GRA-CUT-21V,SET,Grass Cutter 21V Battery Cordless Grass Cutter,Power Tools,5,279.00,3,,,search,,,,,,,no
3287,KGR-FLO-COA-9284,TIN,Kangaroo Floor Coat 9284 - Windsor Green,Paint & Sundries,5,199.00,3,,,search,,,,,,,no
4581,IND-CAN-BLU,UNIT,Canopy 3 MTR X 3 MTR,Building Materials,5,179.00,3,,,search,,,,,,,no
4420,IND-UMB-ROU-7-KH801,PCS,7 Sun Umbrella With Stand-round,Housewares,5,175.00,3,,,search,,,,,,,no
3625,DOR-PVC-OAK-M26-P,PCS,British Domain/link 31 X 82 PVC Folding Door,Doors & Hardware,5,149.00,3,,,search,,,,,,,no
4619,TAB-PLA-ROU-3'X3'-SWM2288,SET,3 Round Plastic Table,Housewares,5,149.00,3,,,search,,,,,,,no
3802,TOPLUS-WEA-PLUS-5L-C,CAN,5L Toplus Weather Plus C Base,Paint & Sundries,5,135.80,3,,,search,,,,,,,no
3626,DOR-WOO-PLY,PCS,Plywood Door 33 3/4 X 83,Doors & Hardware,5,129.00,3,,,search,,,,,,,no
3740,KGR-PAI-ROA-LIN-3104,TIN,5L Kangaroo Road Line Marking Paint-yel,Paint & Sundries,5,119.00,3,,,search,,,,,,,no
2771,SIN-STA-RAC-MET,SET,Sink Stand Rack Iron 18 X 42 X 5/8 929,Kitchen & Sinks,5,109.00,3,,,search,,,,,,,no
3109,PYE-FLE-SEAL-4.5KG-WHT,TIN,PYE Flexible Seal 4.5KG White,Building Materials,5,108.00,3,,,search,,,,,,,no
2867,"SIN-STA-RAC-42""-PLA",SET,42 Sink Bracket (plastic),Kitchen & Sinks,5,89.00,3,,,search,,,,,,,no
4244,TOPLUS-GOLD-5L-B,CAN,5L Toplus Gold B Base,Paint & Sundries,5,83.50,3,,,search,,,,,,,no
3337,SCA-CAM-SQ20KG,PCS,Camry- Spring Scale Sq / 20KG,Housewares,5,82.00,3,,,search,,,,,,,no
3077,"PAI-IRO-12""",PCS,Iron Pail 12,Home Appliances,5,75.00,3,,,search,,,,,,,no
3336,SCA-CAM-SQ10KG,PCS,Camry- Spring Scale Sq / 10KG,Housewares,5,75.00,3,,,search,,,,,,,no
6581,GUN-TAC-ASG168,PCS,Arrow Heavy Duty Staple Gun,Fasteners & Fixings,5,64.90,3,,,search,,,,,,,no
5722,"IND-CAS-SCA-6""",PCS,Scaffold Caster 6,Ladders & Access,5,56.50,3,,,search,,,,,,,no
3326,HHD-CIS-DUAL-GDPC2000,SET,Gdpc 2000 L/l Plastic Cistern White,Bathroom,5,52.90,3,,,search,,,,,,,no
5749,"IND-CAS-PVC-SWI-5""",PCS,Medium Duty Red PVC Swivel Wheel 5,Fishing & Tackle,5,51.50,3,,,search,,,,,,,no
5738,CLP-PVC06DGT,PCS,6 PVC Digital Caliper,Hand Tools,5,49.90,3,,,search,,,,,,,no
3870,OIL-CAN-2L,PCS,Oil Can 2L,Automotive,5,47.90,3,,,search,,,,,,,no
4629,GAR-SAW-H0801A,PCS,14 Tesra Prunning Saw With Cover,Outdoor & Garden,5,45.90,3,,,search,,,,,,,no
4630,GAR-SPR-PRE-L80,PCS,8 Litre Pressure Sprayer,Outdoor & Garden,5,45.00,3,,,search,,,,,,,no
5850,CAR-COAT-WAX-500ML,PCS,Aa Car Care Coating Wax 500ML,Automotive,5,39.80,3,,,search,,,,,,,no
3339,TAP-SIN-CVL-6053,PCS,Cavallo 6053 Wall Sink Tap,Kitchen & Sinks,5,39.50,3,,,search,,,,,,,no
6007,ALUM-ROU-32MM-10'-NA,PCS,Na X 10 X 1.1/4 Round Tube,Building Materials,5,37.50,3,,,search,,,,,,,no
4921,"ALUM-HOLLOW-2""X1""-3",PCS,2 X 1 Alum. Hollow Na (LGTH),Building Materials,5,35.90,3,,,search,,,,,,,no
6015,CUT-PAR-COV-135,PCS,135 Parang With Cover,Abrasives & Cutting,5,32.90,3,,,search,,,,,,,no
5072,GAR-SHE-12172,PCS,Br 6012 Heavy Duty Hedge Shear,Outdoor & Garden,5,31.90,3,,,search,,,,,,,no
6236,TOO-CHI-STA-25MM,PCS,"1""/25MM Dynagrip Wood Chisel",Hand Tools,5,31.50,3,,,search,,,,,,,no
6041,CUT-PAR-COV-125,PCS,125 Parang With Cover,Abrasives & Cutting,5,30.90,3,,,search,,,,,,,no
5305,X-DOR-LOC-CYL-2088AC,SET,Br 5862 AC Cylindrical Door Lock,Doors & Hardware,5,29.50,3,,,search,,,,,,,no
5192,DOR-LOC-CYL-02076,SET,Br 5871 AC Cylindrical Door Lock,Doors & Hardware,5,28.90,3,,,search,,,,,,,no
3931,SHO-HAN-SET-07133,SET,Ess 408 Shower Set 07133,Bathroom,5,26.90,3,,,search,,,,,,,no
6320,"ALUM-HOLLOW-2""X1""-4",PCS,2 X 1 Alum. Hollow Na - 4,Building Materials,5,26.90,3,,,search,,,,,,,no
7049,ELE-BOX-MCB-12WAY,PCS,Tc 13 Way Mcb Box,Electrical,5,26.90,3,,,search,,,,,,,no
7117,COC-BIB-MMAN-SS-#716,PCS,M'man Stainless Steel Bibcock 716,Plumbing,5,26.50,3,,,search,,,,,,,no
6323,CAR-WAX-DIS,PCS,Dsl Dispel - 500ML,Automotive,5,25.90,3,,,search,,,,,,,no
6543,TOO-FIL-SENSUI-SNF001-D,PCS,12 Sensui Metal Flat File,Hand Tools,5,25.90,3,,,search,,,,,,,no
7157,SWI-ADA-EUR-3033,PCS,Eurosafe 3033 13A 3 Way Adaptor Switch Neon (sr),Electrical,5,25.50,3,,,search,,,,,,,no
4039,SHO-HAN-SET-05375,SET,Ess 509 Shower Set 05375,Bathroom,5,24.90,3,,,search,,,,,,,no
6295,CLO-SHRT-1094L-14,PCS,Golden Horse Working Shirt 1094L - 14,Other,5,24.90,3,,,search,,,,,,,no
4563,RIG-HOO-GRA-12MM,PCS,Clevis Grab Hook 12MM,Lifting & Rigging,5,22.90,3,,,search,,,,,,,no
5562,PAI-SPR-KIMLAC-9622,TIN,Kimlac Brand Spray Paint 9622,Paint & Sundries,5,22.90,3,,,search,,,,,,,no
6467,BRU-WIP-100933-SET+GS2212,SET,2 IN 1 Rubber Squeeze With Broom - Set,Housewares,5,22.90,3,,,search,,,,,,,no
6468,CAR-WAX-UV-PROTEC,BTL,Aa Car Care UV Protectant 350ML,Automotive,5,22.50,3,,,search,,,,,,,no
7048,ELE-63A-CUT-OUT,EA,Lucy 63A Cut Out Unit Fuse,Electrical,5,21.80,3,,,search,,,,,,,no
4093,SHO-HAN-SET-05369,SET,Ess 500A Shower Set 05369,Bathroom,5,21.50,3,,,search,,,,,,,no
4311,FAN-CEI-KHI-REM-SBE,PCS,Fan Regulator,Fans & Ventilation,5,21.50,3,,,search,,,,,,,no
6518,AIR-CHU-LTMS-250MM,PCS,Ltms 602 Air Chuck 10 - Twn,Automotive,5,21.50,3,,,search,,,,,,,no
4439,TOO-OPE-MBSP012,SET,8 IN 1 Faucet & Sink Opener Tools,Kitchen & Sinks,5,20.90,3,,,search,,,,,,,no
4564,SAF-SLI-GLO-2TON3M,LGTH,Webbing Sling (glolift) 50MM 2 Ton X 3M,Lifting & Rigging,5,20.90,3,,,search,,,,,,,no
7237,FIT-UPVC-TEE-110MMX50MM,PCS,U-pvc Reducing Tee 110MM X 50MM 4 X 2,Plumbing,5,20.30,3,,,search,,,,,,,no
6549,"CUT-SAW-M'MAN-606#-20""",PCS,M'man Alloy Hand Saw 606 - 20,Abrasives & Cutting,5,19.90,3,,,search,,,,,,,no
6557,RAI-COA-PON-YY1030H-GRE,PCS,0.30MM 700G Poncho Raincoat,Curtains & Blinds,5,19.50,3,,,search,,,,,,,no
6459,STIHL-0781-516-6001,BOT,Forestplus Chain Lubricant (4T),Automotive,5,18.90,3,,,search,,,,,,,no
5558,KOYA-REM-MOS-1000ML,BOT,1000ML Mosaic Cleaner,Chemicals & Adhesives,5,18.30,3,,,search,,,,,,,no
5960,DOR-SOC-SGD-12MMSS,PCS,12MM (medium) SS St. Guchi Dust Socket,Electrical,5,18.30,3,,,search,,,,,,,no
7312,"DRI-AUG-BIT-3/4""X200",PCS,3/4 X 200 Star-m Auger Bit (b),Power Tool Accessories,5,17.90,3,,,search,,,,,,,no
6663,HAN-CLO-JM-1040,SET,8 Hook S/steel Strong Hook,Other,5,17.80,3,,,search,,,,,,,no
7340,"DRI-AUG-BIT-5/8""X200",PCS,5/8 X 200 Star-m Auger Bit (b),Power Tool Accessories,5,17.20,3,,,search,,,,,,,no
4723,SAF-HEL-PRO-RED,PCS,Progruard Safety Helmet - Red,Safety & Workwear,5,16.90,3,,,search,,,,,,,no
6789,"SANDEX-VEL-SPO-7""",PCS,Sandex 7 Velcro Polish Sponge (thick),Abrasives & Cutting,5,16.90,3,,,search,,,,,,,no
5016,TOO-COM-IRO-BUL-23MM,PCS,23MM Iron Bull Spanner,Hand Tools,5,16.60,3,,,search,,,,,,,no
5663,HOS-HOLG-HC-100,PCS,Gardenu 100 Garden Hose Bracket,Outdoor & Garden,5,16.50,3,,,search,,,,,,,no
5962,DRI-UNI-26107(5),PCS,Br 6200 5MM Universal Drills (4 Flures),Power Tool Accessories,5,15.90,3,,,search,,,,,,,no
4347,SHO-HEA-05369(H),SET,Esh 500A Shower Head 05369,Bathroom,5,15.50,3,,,search,,,,,,,no
5781,GRA-CUT-LIN-YEL-4227#,PCS,Active Yellow Trimmer Spool 4227,Outdoor & Garden,5,15.50,3,,,search,,,,,,,no
7351,SOC-TH-C-0406,PCS,1/2 X 6MM Convertor Hex Socket,Electrical,5,15.50,3,,,search,,,,,,,no
7292,SWI-ADA-TRA-2G,PCS,Me 666 2G Travel Adaptor,Electrical,5,15.30,3,,,search,,,,,,,no
6018,DRI-CER-BLI-12MM(+),PCS,Blimax Multi Ceramic Cross Drill Bit - 12MM (+),Power Tool Accessories,5,15.00,3,,,search,,,,,,,no
4397,SHO-HAN-HDLE-8040,PC,Hand Shower Handle Only 8040,Bathroom,5,14.50,3,,,search,,,,,,,no
4773,RIG-TUR-20MM,PCS,Galvanised Turnbuckle 20MM,Lifting & Rigging,5,14.50,3,,,search,,,,,,,no
5608,"DOR-SPO-SHA-9""",PCS,9 Spoke Shave,Doors & Hardware,5,14.50,3,,,search,,,,,,,no
5726,PAI-SPR-REM-SWPR-400,CAN,400ML Starwill Paint Removal Spray,Paint & Sundries,5,14.50,3,,,search,,,,,,,no
6808,PAI-GAL-605S,PCS,5 Gallon Pail,Housewares,5,14.50,3,,,search,,,,,,,no
7287,"PIP-BRA-1""-MID",SET,1 S/s Tower Rod Bracket-middle Type,Plumbing,5,14.50,3,,,search,,,,,,,no
4369,GAS-LIG-METAL,PCS,Spark L Lighter,Home Appliances,5,13.90,3,,,search,,,,,,,no
7350,SOC-EMPTY-TAI-2G-2000,PCS,Eurosonic 2G 9822 (empty) Trailing Socket Cw Surge (sr),Electrical,5,13.90,3,,,search,,,,,,,no
5138,PYE-JNT-COM-SUR-1.5KG,TIN,PYE Joint Compound Surface 1.5KG,Building Materials,5,12.90,3,,,search,,,,,,,no
5909,IND-CEM-3KG-RED,PKT,3KG Scincrete Tile Filla-spinach 309,Paint & Sundries,5,12.90,3,,,search,,,,,,,no
4963,ROP-NYL-3MM,COIL,3.0MM Nylon String,"Rope, Chain & Netting",5,12.70,3,,,search,,,,,,,no
5884,"TOO-FIL-ROU-WOO-10""",PCS,10 King Top Round Wood Rasp,Power Tools,5,12.70,3,,,search,,,,,,,no
5270,NUM-80MM-F,PCS,Acp Alphabet 80MM - F,Signage & Numbering,5,12.60,3,,,search,,,,,,,no
6697,CUT-PIP-TUB-STA-DISC-9984930191,PCS,"Replacement Cutting Wheels For 93-020, 93-021",Abrasives & Cutting,5,12.60,3,,,search,,,,,,,no
7020,NUM-80MM-D,PCS,Acp Alphabet 80MM - D,Signage & Numbering,5,12.60,3,,,search,,,,,,,no
7375,ELE-WOO-BLOCK-9X16,EA,Wood Block 9 X 16,Electrical,5,12.20,3,,,search,,,,,,,no
7446,DRI-AUG-2WAY-14MM,PCS,Navato Auger Bit 9/16,Power Tool Accessories,5,11.90,3,,,search,,,,,,,no
6985,IND-CAS-RIG5,PCS,Rigid Caster 5,Building Materials,5,11.50,3,,,search,,,,,,,no
6219,BLI-HSS-HOL-SAW-13MM,PCS,Navato Hole Saw Cutter 13MM,Power Tool Accessories,5,10.90,3,,,search,,,,,,,no
6842,DOR-INS-KIT3PCS,SET,3PCS Lock Installation Kit Black,Locks & Security,5,10.90,3,,,search,,,,,,,no
6955,PLA-BAG-BLA-10X12,PCK,10 X 12 X 1KG PE (black),Packaging,5,10.90,3,,,search,,,,,,,no
6989,"SHH-PE.BAG-36""",PCS,P. E. Bags 36,Fishing & Tackle,5,10.90,3,,,search,,,,,,,no
6334,TOO-DRV-KT300+,PCS,12 King Top (+) Screw Driver,Fasteners & Fixings,5,10.50,3,,,search,,,,,,,no
7465,PIP-PVC-WHI-LAT-25M125M,LTH,1 X 5 Latrine Pipe (1 X 50 Lth),Plumbing,5,10.50,3,,,search,,,,,,,no
6142,HOS-MAC-WAS-OUT-WPJ114-A,ROLL,1 1/4 PVC Flexible Outlet Hose,Outdoor & Garden,5,10.30,3,,,search,,,,,,,no
6956,RAI-BOO-BLA-RUB-042#,PAIR,8834 Black Rubber Shoes W/studs 42,Curtains & Blinds,5,9.90,3,,,search,,,,,,,no
6971,RAI-BOO-BLA-RUB-038#,PAIR,8834 Black Rubber Shoes W/studs 38,Curtains & Blinds,5,9.90,3,,,search,,,,,,,no
7480,"DRI-AUG-SDS-1/4""",PCS,1/4 Sds Plus Auger Bit,Power Tool Accessories,5,9.90,3,,,search,,,,,,,no
6159,TOO-ELE-TES-BRA,PCS,Brass Test Pen (yellow Card),Power Tools,5,9.80,3,,,search,,,,,,,no
4528,FLO-PVC-NO.25610,MTR,PVC Flooring No. 522-06,Flooring,5,9.50,3,,,search,,,,,,,no
4554,FLO-PVC-353-13,MTR,PVC Flooring No. 514-05,Flooring,5,9.50,3,,,search,,,,,,,no
4555,FLO-PVC-NO-283391-3,MTR,PVC Flooring No. 505-11,Flooring,5,9.50,3,,,search,,,,,,,no
7501,BNW-B&N-ORI-12125,KGS,Mild Steel Bolt & Nut 1/2 X 5,Fasteners & Fixings,5,9.50,3,,,search,,,,,,,no
7515,PIP-EXT-26175,PCS,"1/2""-3/4 Pipe Extractor",Plumbing,5,9.50,3,,,search,,,,,,,no
6958,"SHA-FLE-33""",PCS,Flexible Shaft 33,Other,5,9.00,3,,,search,,,,,,,no
7547,"DRA-SLI-WHI-16""",SET,Drawer Slide (light Duty) 16,Plumbing,5,8.90,3,,,search,,,,,,,no
5329,CAR-WAS-SHI-500ML,PCS,Aa Car Care Wash&shine (premium) 500ML,Automotive,5,8.80,3,,,search,,,,,,,no
7010,TYR-TUB-PRE-13X3,PCS,13 X 3 Rr Kingstone Tyre Tube,Automotive,5,8.60,3,,,search,,,,,,,no
6410,TOO-WRE-1011#,PCS,Mii Angle Grinder Wrench 1011,Power Tools,5,8.50,3,,,search,,,,,,,no
6576,FIT-GAL-NIP-38MM,PCS,Galvanised Nipple (280) 38MM,Plumbing,5,8.50,3,,,search,,,,,,,no
6409,TOO-HAM-RUB-16OZ,PCS,Rubber Mallet (cn) 16 Oz,Power Tools,5,8.30,3,,,search,,,,,,,no
5560,NUM-60MM-4,PCS,Acp Numbering 60MM - 4,Signage & Numbering,5,8.00,3,,,search,,,,,,,no
5615,NUM-60MM-5,PCS,Acp Numbering 60MM - 5,Signage & Numbering,5,8.00,3,,,search,,,,,,,no
5616,NUM-60MM-C,PCS,Acp Alphabet 60MM - C,Signage & Numbering,5,8.00,3,,,search,,,,,,,no
7184,NUM-60MM-H,PCS,Acp Alphabet 60MM - H,Signage & Numbering,5,8.00,3,,,search,,,,,,,no
7132,SHH-LASTIK,PCS,Lastik PVC,Fishing & Tackle,5,7.90,3,,,search,,,,,,,no
7218,SHH-BLK-NYL-210/21-BK,PCS,210/21 100G Black Nylon Twine (308),"Rope, Chain & Netting",5,7.70,3,,,search,,,,,,,no
7221,SHH-LIG-NYL-210/21,PCS,210/21 100G L. Brown Nylon T.(LIVLON)(357),Fishing & Tackle,5,7.70,3,,,search,,,,,,,no
5526,ROP-NYL-1MM,COIL,1.0MM Nylon String,"Rope, Chain & Netting",5,7.60,3,,,search,,,,,,,no
7220,SHH-LIG-NYL-210/18,PCS,210/18 100G L. Brown Nylon Twine (LIVLON)(357),"Rope, Chain & Netting",5,7.60,3,,,search,,,,,,,no
7219,SHH-LIG-NYL-210/12,PCS,210/12 100G L. Brown Nylon (LIVLON)(357),Fishing & Tackle,5,7.40,3,,,search,,,,,,,no
7222,SHH-LIG-NYL-210/9,PCS,210/9 100G Light Brown N. T.(LIVLON)(357),Fishing & Tackle,5,7.30,3,,,search,,,,,,,no
7303,"HOS-FLE-BT/M039-10""",PCS,10 Flexible Hose,Outdoor & Garden,5,7.00,3,,,search,,,,,,,no
4672,TOO-WRE-KEY-ATHM-5,PCS,Arrow T Flat Hex Key (metric) With Plastic Handle - 5MM,Doors & Hardware,5,6.90,3,,,search,,,,,,,no
7257,"SHH-PE.BAG-24""",PCS,P. E. Bags 24,Fishing & Tackle,5,6.90,3,,,search,,,,,,,no
7589,DOR-PAD-KTAC100,SET,4 King Top A/c Surface Bolt,Fasteners & Fixings,5,6.90,3,,,search,,,,,,,no
7608,DOR-PAD-KTSS125,SET,5 King Top S/steel Surface Bolt,Fasteners & Fixings,5,6.20,3,,,search,,,,,,,no
6051,RIG-CLI-GAL-25MM,PCS,Galvanised Wire Rope Clip 25MM,Lifting & Rigging,5,5.90,3,,,search,,,,,,,no
6817,TOO-DRV-KT125-,PCS,5 King Top (-) Screw Driver,Fasteners & Fixings,5,5.90,3,,,search,,,,,,,no
7263,IND-CEM-TILE-400G,PCK,400G Scinmix Tile Fix Addtive (tfa),Flooring,5,5.90,3,,,search,,,,,,,no
7311,"CUT-PVC-FIL-9002R-4""",PCS,4 Prc PVC File Handle-rectangle,Hand Tools,5,5.10,3,,,search,,,,,,,no
7531,IND-WHE-BAR-SHA-5IN1,PCS,Wheel Barrow Shaft (5 IN 1),Building Materials,5,5.00,3,,,search,,,,,,,no
6760,CIS-HAN-PVCH/L,PCS,PVC H/l Cistern Handle,Doors & Hardware,5,4.90,3,,,search,,,,,,,no
7444,TOO-CHI-THF250,PCS,Cold Chisel High Tensile 250MM Flat,Hand Tools,5,4.90,3,,,search,,,,,,,no
6741,COC-PVC-3325,PCS,Profesional Water Filter System 3325,Pumps & Water,5,4.60,3,,,search,,,,,,,no
4466,ADH-ALT-110,PCS,Alteco Super Glue 110 (twin Pack),Chemicals & Adhesives,5,4.50,3,,,search,,,,,,,no
4979,HOO-SNA-SS-4MM,PCS,S/s Snap Hook 4MM X 40MM,Doors & Hardware,5,4.50,3,,,search,,,,,,,no
6174,RIG-NIP-38MM,PCS,K. C. Nipple 38 MM,Lifting & Rigging,5,4.50,3,,,search,,,,,,,no
7451,CLI-HOS-56X59,PCS,Rb Super Hose Clamp 56 X 59,Hand Tools,5,4.10,3,,,search,,,,,,,no
3139,PAI-BRU-633-100MM,PCS,Paint Brush 633 X 100MM,Paint & Sundries,5,3.90,3,,,search,,,,,,,no
4938,PAI-BRU-086-75MM,PCS,086 Cs Nylon Paint Brush 3,Paint & Sundries,5,3.90,3,,,search,,,,,,,no
5980,"TOO-FIL-ORE-7/32""",PCS,7/32 Oregan Chainsaw File (b),Hand Tools,5,3.80,3,,,search,,,,,,,no
3710,HOS-GAS-ORA50,MTR,Glogas Gas Hose Orange Red,Outdoor & Garden,5,3.50,3,,,search,,,,,,,no
6105,NAI-COM-75MM-20KG,PCK,3 Wire Nail,Fasteners & Fixings,5,3.20,3,,,search,,,,,,,no
6912,RIG-NIP-19MM,PCS,K. C. Nipple 19 MM,Lifting & Rigging,5,2.90,3,,,search,,,,,,,no
7645,FAS-HOO-EYE-2#,PCK,2 Hook & Eyes (24 Pcs/pck),Fishing & Tackle,5,2.40,3,,,search,,,,,,,no
7747,TOO-DRI-BIT-65++,PCS,Sr Rockey Screw Bit 2 X 65++,Fasteners & Fixings,5,2.40,3,,,search,,,,,,,no
7161,"DOR-BOL-RAI-4""",PCS,4 Rainbows Tower Bolt (DOZ),Fasteners & Fixings,5,2.30,3,,,search,,,,,,,no
7377,"FIT-HDPE-BEN-MAL-20MMX3/4""",PCS,HDPE Bend Male 20MM X 3/4,Plumbing,5,2.00,3,,,search,,,,,,,no
7732,FIT-GAL-BUSH-12MMX18MM,PCS,Galv Bushing 3/4 X 1/2,Plumbing,5,2.00,3,,,search,,,,,,,no
7528,FIT-HDPE-ORI-32MM,PCS,HDPE O-ring 32MM,Plumbing,5,1.90,3,,,search,,,,,,,no
7729,"ELE-PVC-NUT-3""X6""",PCS,3 X 6 White Box W/nut,Fasteners & Fixings,5,1.60,3,,,search,,,,,,,no
5392,FIR-LIG-CRI,PCS,Cricket Lighter 50'S,Safety & Workwear,5,1.30,3,,,search,,,,,,,no
5399,IND-NET-FIB-G4FTS,FTS,4 Nylon Netting,"Rope, Chain & Netting",5,1.20,3,,,search,,,,,,,no
6452,PEN-ALU,PCS,Slate Pencil,Housewares,5,0.80,3,,,search,,,,,,,no
7721,OIL-FUN-7003,PCS,3 Funnel,Housewares,5,0.80,3,,,search,,,,,,,no
7666,MOT-FAN-SMALL,PCS,Motor Fan,Other,5,0.00,3,,,search,,,,,,,no
2723,TOO-DRI-SET-WK-PWT-5515,SET,Worker 26MM 21V Lithium Brushless Impact Drill,Power Tools,4,649.00,3,,,search,,,,,,,no
4199,IND-TRU-FD300-ER,SET,Sumo Boy PVC Hand Truck (green Box),Building Materials,4,329.00,3,,,search,,,,,,,no
3418,X-TOO-WOR-5503-12V,SET,Worker 30PCS Of 12V Luxury Suit Electric Drill With Tools Kit Set,Power Tools,4,259.00,3,,,search,,,,,,,no
4262,"IND-FEN-2.1/2""X6'",ROLL,6 X 2.1/2 X 10G X 50 PVC Fencing,Building Materials,4,259.00,3,,,search,,,,,,,no
4583,IND-UMB-SQU-8'-KH801,PCS,8 X 8 Sun Umbrella With Stand-square,Housewares,4,199.00,3,,,search,,,,,,,no
2646,ELE-CEI-LIG-8910/500-36PCS,PCS,8910/500 Sq 36PCS Daylight L/ceiling Lamp,Lighting,4,188.00,3,,,search,,,,,,,no
4664,"IND-UMB-SQU-11""",PCS,Hawker Umbrella - Square (11'),Housewares,4,173.00,3,,,search,,,,,,,no
4742,IND-UMB-ROU-6,PCS,Hawker Umbrella - Round,Housewares,4,159.00,3,,,search,,,,,,,no
4794,IND-COO-MID-C20-RT2002,PCS,Midea Induction Cooker 2000W,Building Materials,4,155.00,3,,,search,,,,,,,no
6163,BAT-BOSSMAN-20V,PCS,Bossman Economic Series 4.0AH 20V Battery,Electrical,4,132.00,3,,,search,,,,,,,no
5141,SAF-SHO-SAL-41#,PAIR,Tron Safety Shoe 41/7,Safety & Workwear,4,129.00,3,,,search,,,,,,,no
5142,SAF-SHO-SAL-42#,PAIR,Tron Safety Shoe 42/8,Safety & Workwear,4,129.00,3,,,search,,,,,,,no
5143,SAF-SHO-SAL-43#,PAIR,Tron Safety Shoe 43/9,Safety & Workwear,4,129.00,3,,,search,,,,,,,no
5144,SAF-SHO-SAL-44#,PAIR,Tron Safety Shoe 44/10,Safety & Workwear,4,129.00,3,,,search,,,,,,,no
3916,GAR-SPR-YEW-16L,PCS,16 LTR Yellow Sprayer (plantmate),Outdoor & Garden,4,128.00,3,,,search,,,,,,,no
2921,GAS-STO-HM-HGB-1690,UNIT,Homa Plus Cast Iron Automatic Stove (31A)-1690,Home Appliances,4,125.00,3,,,search,,,,,,,no
6201,MAN-COV-BNH,PCS,18 X 24 Bnh Rectangular Polythene Manhole Cover,Plumbing,4,119.00,3,,,search,,,,,,,no
4336,TOPLUS-GOLD-5L-C,CAN,5L Toplus Gold C Base,Paint & Sundries,4,110.00,3,,,search,,,,,,,no
3010,ELE-CEI-LIG-4001/400-CL,PCS,Ceiling Light 4001-400,Lighting,4,109.00,3,,,search,,,,,,,no
3247,PYE-FLE-SEAL-4.5KG-GREY,TIN,PYE Flexible Seal 4.5KG (grey),Building Materials,4,109.00,3,,,search,,,,,,,no
2967,EXH-FAN-FN30A,PCS,Dekka Apb 30A 12 Wall Exhaust Fan,Fans & Ventilation,4,99.00,3,,,search,,,,,,,no
3485,TOO-COM-IRO-BUL-41MM,PCS,41MM Iron Bull Spanner,Hand Tools,4,95.80,3,,,search,,,,,,,no
3175,WAL-DOW-NF-1801/12OP,PCS,12 Lamp Globe Shape,Lighting,4,89.00,3,,,search,,,,,,,no
