source_position,source_item_code,source_uom,source_product_name,category,detected_brand,detected_model,manufacturer,brand_normalized,exact_model,manufacturer_part_number,model_suffix,model_generation,variant,finish_colour,dimensions,capacity,pack_quantity,key_configuration,source_url,source_type,primary_source_url,primary_source_type,primary_source_tier,secondary_source_url,secondary_source_type,candidate_image_asset_url,candidate_asset_url,candidate_asset_source,image_asset_status,pdf_url,pdf_page,exact_match_reasoning,sibling_variant_elimination,sibling_elimination_reasoning,conflicting_evidence,identity_confidence,image_confidence,classification,hard_failure_reason,recommended_for_visual_review,gemini_visual_review,research_notes,rights_status,rights_note,ambiguities,source_preservation_note,research_notes_file
718,NIP-WTRB-1L-T,CAN,1L Nippon Weatherbond Quartz Tint Base,Paint & Sundries,Nippon Paint,NOT_PRESERVED,Nippon Paint,Nippon Paint,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
719,STA-BRE-STHM5KHV,UNIT,Stanley Breaker 5KG (b/packed STA54501),Electrical,Stanley,STA54501,Stanley,Stanley,STHM5KHV,STHM5KHV,NOT_PRESERVED,NOT_PRESERVED,1010W 17mm HEX chipping hammer; 2900BPM; anti-vibration handle,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,https://www.tulips.com.my/showproducts/productid/1809924/,Tier-2 Malaysian Stanley dealer exact-model page,https://www.tulips.com.my/showproducts/productid/1809924/,Tier-2 Malaysian Stanley dealer exact-model page,2,NOT_PRESERVED,NOT_PRESERVED,https://cdn1.npcdn.net/images/151084422296508b83c9b9c6f27eb3421a78b44b82.webp?md5id=dab9cfb7282558f06d995e4dcbad5b50&new_width=1000&new_height=1000&size=max&w=1722247008&from=jpg&type=9,https://cdn1.npcdn.net/images/151084422296508b83c9b9c6f27eb3421a78b44b82.webp?md5id=dab9cfb7282558f06d995e4dcbad5b50&new_width=1000&new_height=1000&size=max&w=1722247008&from=jpg&type=9,https://www.tulips.com.my/showproducts/productid/1809924/,EXACT_IMAGE_URL_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Exact source item/display model and direct dealer image preserved.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.",Manifest detected model STA54501 conflicts with source item/display STHM5KHV; treated as pack/accessory code distinction. Rights not established.,HIGH_TIER2,MEDIUM_TIER2,VERIFIED_CANDIDATE,NOT_PRESERVED,OPTIONAL,OPTIONAL,Exact source item/display model and direct dealer image preserved.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.",Manifest detected model STA54501 conflicts with source item/display STHM5KHV; treated as pack/accessory code distinction. Rights not established.,Exact source item/display model and direct dealer image preserved.,/home/ubuntu/work/products_701_800_research_notes.md
720,"FAN-BLA-LWD-12""",PCS,Taicon Fan Blade 12 (0055),Fans & Ventilation,Taicon,NOT_PRESERVED,Taicon,Taicon,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
721,FIT-BUT-ELB-20X20MM,PCS,Buteline PE Elbow 20X20MM,Plumbing,Buteline,20X20MM,Buteline,Buteline,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
722,NIP-WTRB-1L-A,CAN,1L Nippon Weatherbond Quartz Accent Base,Paint & Sundries,Nippon Paint,NOT_PRESERVED,Nippon Paint,Nippon Paint,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
723,PAI-SPR-SAM-040,PCS,Samurai Spray Paint Sparkling Gold,Paint & Sundries,Samurai,NOT_PRESERVED,Samurai,Samurai,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
724,"SAN-SCO-KN411-4""-RED",PCK,Round Sanding Scotch 4 Red (2PCS/PCK),Abrasives & Cutting,Saniware,2PCS/PCK,Saniware,Saniware,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
725,BOS-0601-3A3-1L0,UNIT,Gws 700 Angle Grinder,Power Tools,Bosch,NOT_PRESERVED,Bosch,Bosch,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
726,NIE-SOC-IMP-DEE-3/4-21MM,PCS,Nietz Deep Impact Socket (6T) 21MM 50162021,Power Tools,Nietz,3/4IN,Nietz,Nietz,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
727,NIP-QGL-15L-A,DRUM,15L Nippon Q-glo Accent Base,Paint & Sundries,Nippon Paint,NOT_PRESERVED,Nippon Paint,Nippon Paint,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
728,BOS-0600-8A7-7L0,UNIT,Aquatak 150 High P/ Cleaner,Chemicals & Adhesives,Bosch,NOT_PRESERVED,Bosch,Bosch,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
729,BOS-F016-F04-667,SETS,High Pressure Hose Aqt,Outdoor & Garden,Bosch,45-14X,Bosch,Bosch,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
730,NIP-QLA-1L-P,CAN,1L Nippon Q-lac Pastel Base,Paint & Sundries,Nippon Paint,NOT_PRESERVED,Nippon Paint,Nippon Paint,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
731,NIP-TIM-FIN-5L-T/RED,CAN,5L Nippon Timber Finish T/red Base,Building Materials,Nippon Paint,NOT_PRESERVED,Nippon Paint,Nippon Paint,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
732,SWI-T/SOC-TAI-4G5M,PCS,Taicon 4G Trailing Socket (4050),Electrical,Taicon,NEON-5M,Taicon,Taicon,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
733,TOO-AXE-GLO-2LB,PCS,Glotool Axe 2LB,Power Tools,Glotool,2LB,Glotool,Glotool,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
734,TOO-NIE-GRE-NIP-9077,PCS,Nietz Grease Nipple Of (straight),Power Tools,Nietz,M6X1.0,Nietz,Nietz,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
735,BOS-0600-8A7-BL0,UNIT,Aquatak 130 High P/cleaner,Chemicals & Adhesives,Bosch,NOT_PRESERVED,Bosch,Bosch,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,Discovery only / no exact authoritative source and asset preserved,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,NOT_PRESERVED,Search ceiling recorded in Products 701–800 research notes; fail-closed.,"Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Sibling variants were not substituted. Unresolved suffix, colour, size, pack, finish or configuration distinctions remain recorded as ambiguity.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",LOW,NONE,PENDING,"Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",YES,YES,Search ceiling recorded in Products 701–800 research notes; fail-closed.,needs_permission,"Identity research only. No publication, reuse or distribution rights are claimed or approved.","Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Search ceiling recorded in Products 701–800 research notes; fail-closed.,/home/ubuntu/work/products_701_800_research_notes.md
